NIS;VK;kieskring;aantal lijsten;nr lijst;lijstnaam;max_zetels;volgnr;Achternaam_stembiljet;voornaam_stembiljet
11001;CG;Aartselaar;6;1;sp.a;23;1;VAN KERCKHOVEN;Shari
11001;CG;Aartselaar;6;1;sp.a;23;2;HAMEAU;Olivier
11001;CG;Aartselaar;6;1;sp.a;23;3;VERMEIR;Ingrid
11001;CG;Aartselaar;6;1;sp.a;23;4;RÖTTGER;Jan
11001;CG;Aartselaar;6;1;sp.a;23;5;LORRENDOPT;Ludo
11001;CG;Aartselaar;6;1;sp.a;23;6;TICHELBAUT;Mirjam
11001;CG;Aartselaar;6;1;sp.a;23;7;DE DECKKER;Willy
11001;CG;Aartselaar;6;1;sp.a;23;8;LORRENTOP;Marina
11001;CG;Aartselaar;6;1;sp.a;23;9;LANNOY;Willy
11001;CG;Aartselaar;6;1;sp.a;23;10;SCHENKELS;Monique
11001;CG;Aartselaar;6;1;sp.a;23;11;EECKELAERT;Johan
11001;CG;Aartselaar;6;1;sp.a;23;12;SOMERS;Myriam
11001;CG;Aartselaar;6;1;sp.a;23;13;RYPENS;Pat
11001;CG;Aartselaar;6;1;sp.a;23;14;LEPOMME;Dwight
11001;CG;Aartselaar;6;1;sp.a;23;15;HERTOGHS;Steve
11001;CG;Aartselaar;6;1;sp.a;23;16;STROOBANTS;Annie
11001;CG;Aartselaar;6;1;sp.a;23;17;DE POORTERE;Lieve
11001;CG;Aartselaar;6;1;sp.a;23;18;DE BRUYN;Julienne
11001;CG;Aartselaar;6;1;sp.a;23;19;BISSCHOP;Lucienne
11001;CG;Aartselaar;6;1;sp.a;23;20;CALLUY;Freddy
11001;CG;Aartselaar;6;1;sp.a;23;21;HUYGEN;Marleen
11001;CG;Aartselaar;6;1;sp.a;23;22;HELLEMANS;Ronny
11001;CG;Aartselaar;6;1;sp.a;23;23;HAMEAU;Willy
11001;CG;Aartselaar;6;2;N-VA;23;1;DE WIT;Sophie
11001;CG;Aartselaar;6;2;N-VA;23;2;LAMBRECHT;Bart
11001;CG;Aartselaar;6;2;N-VA;23;3;HEYMAN;Hilde
11001;CG;Aartselaar;6;2;N-VA;23;4;VANHECKE;Mark
11001;CG;Aartselaar;6;2;N-VA;23;5;BEELS;Anouk
11001;CG;Aartselaar;6;2;N-VA;23;6;DE HERTOGH;Bart
11001;CG;Aartselaar;6;2;N-VA;23;7;HULIN;Yves
11001;CG;Aartselaar;6;2;N-VA;23;8;NAUWELAERS;Latoya
11001;CG;Aartselaar;6;2;N-VA;23;9;D'EER;Guido
11001;CG;Aartselaar;6;2;N-VA;23;10;DE GRYSE;Rosanne
11001;CG;Aartselaar;6;2;N-VA;23;11;DE BIE;Joris
11001;CG;Aartselaar;6;2;N-VA;23;12;DE LEEUW;Paula
11001;CG;Aartselaar;6;2;N-VA;23;13;VAN DER HEYDEN;Jan
11001;CG;Aartselaar;6;2;N-VA;23;14;CAREMANS;Nicole
11001;CG;Aartselaar;6;2;N-VA;23;15;VAN RUYSSEVELT;Anne
11001;CG;Aartselaar;6;2;N-VA;23;16;DE BOECK;Joris
11001;CG;Aartselaar;6;2;N-VA;23;17;BAUDEWIJNS;Geert
11001;CG;Aartselaar;6;2;N-VA;23;18;DE WILDE;Paul
11001;CG;Aartselaar;6;2;N-VA;23;19;MERTENS-VAN DE VYVER;Simonne
11001;CG;Aartselaar;6;2;N-VA;23;20;DESSOY;Sylvie
11001;CG;Aartselaar;6;2;N-VA;23;21;OKSUZ;Wannes
11001;CG;Aartselaar;6;2;N-VA;23;22;VRANCKEN;Isabelle
11001;CG;Aartselaar;6;2;N-VA;23;23;VERMOESEN;Eddy
11001;CG;Aartselaar;6;3;CD&V-NAP;23;1;WILS;Kris
11001;CG;Aartselaar;6;3;CD&V-NAP;23;2;MOORTGAT;Mia
11001;CG;Aartselaar;6;3;CD&V-NAP;23;3;SIEBENS;Rudy
11001;CG;Aartselaar;6;3;CD&V-NAP;23;4;HOOFT;Eric
11001;CG;Aartselaar;6;3;CD&V-NAP;23;5;VAN DE WEYER;Rina
11001;CG;Aartselaar;6;3;CD&V-NAP;23;6;GOVAERTS;Jolien
11001;CG;Aartselaar;6;3;CD&V-NAP;23;7;VERLOOY;Meentje
11001;CG;Aartselaar;6;3;CD&V-NAP;23;8;JORDAENS;François
11001;CG;Aartselaar;6;3;CD&V-NAP;23;9;CALLENS;Leo
11001;CG;Aartselaar;6;3;CD&V-NAP;23;10;VAN TWEL;Nicole
11001;CG;Aartselaar;6;3;CD&V-NAP;23;11;LUYCKX;Chris
11001;CG;Aartselaar;6;3;CD&V-NAP;23;12;VAN PARYS;Jens
11001;CG;Aartselaar;6;3;CD&V-NAP;23;13;DEN ABT;Lea
11001;CG;Aartselaar;6;3;CD&V-NAP;23;14;STEPPE;Marisse
11001;CG;Aartselaar;6;3;CD&V-NAP;23;15;GEUENS;Walter
11001;CG;Aartselaar;6;3;CD&V-NAP;23;16;FIERS;Maurice
11001;CG;Aartselaar;6;3;CD&V-NAP;23;17;GERARTS;Jetje
11001;CG;Aartselaar;6;3;CD&V-NAP;23;18;BOECKXSTAENS;Lieve
11001;CG;Aartselaar;6;3;CD&V-NAP;23;19;COECK;Julien
11001;CG;Aartselaar;6;3;CD&V-NAP;23;20;CAMERTIJN;Alex
11001;CG;Aartselaar;6;3;CD&V-NAP;23;21;LEYMAN;Karina
11001;CG;Aartselaar;6;3;CD&V-NAP;23;22;DE MUNTER;Jeroen
11001;CG;Aartselaar;6;3;CD&V-NAP;23;23;SEGERS;Ludo
11001;CG;Aartselaar;6;4;Groen;23;1;LAUWERS;René
11001;CG;Aartselaar;6;4;Groen;23;2;DE WEERDT;Anse
11001;CG;Aartselaar;6;4;Groen;23;3;CAPPAERT;Alex
11001;CG;Aartselaar;6;4;Groen;23;4;DECLERCK;Carolyn
11001;CG;Aartselaar;6;4;Groen;23;5;SCHEERLINCK;Heidi
11001;CG;Aartselaar;6;4;Groen;23;6;COPS;Hans
11001;CG;Aartselaar;6;4;Groen;23;7;VAN DAAL;Roel
11001;CG;Aartselaar;6;4;Groen;23;8;VAN GOIDSENHOVEN;Magda
11001;CG;Aartselaar;6;4;Groen;23;9;CHAKRI;Touria
11001;CG;Aartselaar;6;4;Groen;23;10;BUSEYNE;Oswald
11001;CG;Aartselaar;6;4;Groen;23;11;DECOENE;Walter
11001;CG;Aartselaar;6;4;Groen;23;12;DENISSEN;Greet
11001;CG;Aartselaar;6;4;Groen;23;13;FATHI;Hasan
11001;CG;Aartselaar;6;4;Groen;23;14;D'HOLLANDER;Lucrèce
11001;CG;Aartselaar;6;4;Groen;23;15;SEGERS;Marc
11001;CG;Aartselaar;6;4;Groen;23;16;MERTENS;Els
11001;CG;Aartselaar;6;4;Groen;23;17;BOEKEN;Christine
11001;CG;Aartselaar;6;4;Groen;23;18;HEIRBAUT;Fons
11001;CG;Aartselaar;6;4;Groen;23;19;SCHOLIERS;Angela
11001;CG;Aartselaar;6;4;Groen;23;20;CALLAERTS;Sven
11001;CG;Aartselaar;6;4;Groen;23;21;SCHOUTEDEN;Jos
11001;CG;Aartselaar;6;4;Groen;23;22;DIERCKX;Hilde
11001;CG;Aartselaar;6;4;Groen;23;23;APERS;Peter
11001;CG;Aartselaar;6;5;VLAAMS BELANG;9;1;SCHUURMANS;Mike
11001;CG;Aartselaar;6;5;VLAAMS BELANG;9;2;CEULEMANS;Rita
11001;CG;Aartselaar;6;5;VLAAMS BELANG;9;3;VAN TONGERLOO;Kris
11001;CG;Aartselaar;6;5;VLAAMS BELANG;9;4;GORRIS;Marleen
11001;CG;Aartselaar;6;5;VLAAMS BELANG;9;5;DE BEUL;Hugo
11001;CG;Aartselaar;6;5;VLAAMS BELANG;9;6;VAN REETH;Julienne
11001;CG;Aartselaar;6;5;VLAAMS BELANG;9;7;VANDENHENDE;Andreas
11001;CG;Aartselaar;6;5;VLAAMS BELANG;9;8;VEREYKEN;Gerda
11001;CG;Aartselaar;6;5;VLAAMS BELANG;9;9;VAN DYCK;Frank
11001;CG;Aartselaar;6;6;Open Vld;23;1;ANNÉ;Glenn
11001;CG;Aartselaar;6;6;Open Vld;23;2;BAL;Cristel
11001;CG;Aartselaar;6;6;Open Vld;23;3;VANDEBROECK;Marijke
11001;CG;Aartselaar;6;6;Open Vld;23;4;GUNS;Jan
11001;CG;Aartselaar;6;6;Open Vld;23;5;DERIJCK;Anja
11001;CG;Aartselaar;6;6;Open Vld;23;6;VERBEECK;Jorn
11001;CG;Aartselaar;6;6;Open Vld;23;7;CHKHACHKHI;Farid
11001;CG;Aartselaar;6;6;Open Vld;23;8;VEREYCKEN;Kurt
11001;CG;Aartselaar;6;6;Open Vld;23;9;CLYGNET;Vera
11001;CG;Aartselaar;6;6;Open Vld;23;10;STEVENS;Luc
11001;CG;Aartselaar;6;6;Open Vld;23;11;DE MESMAECKER;Caroline
11001;CG;Aartselaar;6;6;Open Vld;23;12;BUYCK;Yentl
11001;CG;Aartselaar;6;6;Open Vld;23;13;LEROY;Sigrid
11001;CG;Aartselaar;6;6;Open Vld;23;14;SMET;Guy
11001;CG;Aartselaar;6;6;Open Vld;23;15;MARIEN;Gert
11001;CG;Aartselaar;6;6;Open Vld;23;16;GYSEL;Tom
11001;CG;Aartselaar;6;6;Open Vld;23;17;DE BONDT;Krisje
11001;CG;Aartselaar;6;6;Open Vld;23;18;SIJMONS;Sacha
11001;CG;Aartselaar;6;6;Open Vld;23;19;HELLEMANS;Carine
11001;CG;Aartselaar;6;6;Open Vld;23;20;VERSTREKEN;Willy
11001;CG;Aartselaar;6;6;Open Vld;23;21;VAN HOREN;Hilde
11001;CG;Aartselaar;6;6;Open Vld;23;22;VAN ONCKELEN;Rudy
11001;CG;Aartselaar;6;6;Open Vld;23;23;FRANCUS;Nadine
11002;CG;Antwerpen;13;1;sp.a;55;1;BEELS;Jinnih
11002;CG;Antwerpen;13;1;sp.a;55;2;MEEUWS;Tom
11002;CG;Antwerpen;13;1;sp.a;55;3;TURAN;Güler
11002;CG;Antwerpen;13;1;sp.a;55;4;BACHAR;Karim
11002;CG;Antwerpen;13;1;sp.a;55;5;SCHECK;Tatjana
11002;CG;Antwerpen;13;1;sp.a;55;6;VERHOEVEN;Greg
11002;CG;Antwerpen;13;1;sp.a;55;7;HANNES;Christine
11002;CG;Antwerpen;13;1;sp.a;55;8;BELOY;Paul
11002;CG;Antwerpen;13;1;sp.a;55;9;VAN DER SCHUEREN;Caro
11002;CG;Antwerpen;13;1;sp.a;55;10;EL MZAIRH;Hicham
11002;CG;Antwerpen;13;1;sp.a;55;11;ISSIFOU;Yao
11002;CG;Antwerpen;13;1;sp.a;55;12;MEES;Vic
11002;CG;Antwerpen;13;1;sp.a;55;13;KLIOUAL;Layla
11002;CG;Antwerpen;13;1;sp.a;55;14;APERS;Karl
11002;CG;Antwerpen;13;1;sp.a;55;15;CORREMANS;Simonne
11002;CG;Antwerpen;13;1;sp.a;55;16;SEGERS;Ben
11002;CG;Antwerpen;13;1;sp.a;55;17;AMOAKO;Monique
11002;CG;Antwerpen;13;1;sp.a;55;18;VERHEYEN;John
11002;CG;Antwerpen;13;1;sp.a;55;19;UGURLU;Sener
11002;CG;Antwerpen;13;1;sp.a;55;20;SWYNGEDOUW;Marc
11002;CG;Antwerpen;13;1;sp.a;55;21;VERBEIREN;Annemie
11002;CG;Antwerpen;13;1;sp.a;55;22;NADEEM;Fahar
11002;CG;Antwerpen;13;1;sp.a;55;23;VANDE CAUTER;Didier
11002;CG;Antwerpen;13;1;sp.a;55;24;BEMPUNGA;Eugénie
11002;CG;Antwerpen;13;1;sp.a;55;25;VAN DEN BERGH;Jef
11002;CG;Antwerpen;13;1;sp.a;55;26;THEYS;Benjamin
11002;CG;Antwerpen;13;1;sp.a;55;27;DE WOLF;Eva
11002;CG;Antwerpen;13;1;sp.a;55;28;KOUASSI;René
11002;CG;Antwerpen;13;1;sp.a;55;29;GEERAERT;Sandra
11002;CG;Antwerpen;13;1;sp.a;55;30;VERMEULEN;Jo
11002;CG;Antwerpen;13;1;sp.a;55;31;GITTENAER;Ann
11002;CG;Antwerpen;13;1;sp.a;55;32;MAENHOUT;Hugo
11002;CG;Antwerpen;13;1;sp.a;55;33;VERBIST;Frieda
11002;CG;Antwerpen;13;1;sp.a;55;34;STESSELS;Antoon
11002;CG;Antwerpen;13;1;sp.a;55;35;VAN DER PAAL;Christina
11002;CG;Antwerpen;13;1;sp.a;55;36;BOUQUIN;Stephen
11002;CG;Antwerpen;13;1;sp.a;55;37;AKBAS;Fatma
11002;CG;Antwerpen;13;1;sp.a;55;38;VAN HOUTVEN;Stephanie
11002;CG;Antwerpen;13;1;sp.a;55;39;DE BOECK;Tom
11002;CG;Antwerpen;13;1;sp.a;55;40;DE BRIE;Paula
11002;CG;Antwerpen;13;1;sp.a;55;41;VERCAMMEN;Frank
11002;CG;Antwerpen;13;1;sp.a;55;42;KUMS;Dominique
11002;CG;Antwerpen;13;1;sp.a;55;43;ÖZTÜRK;Erkan
11002;CG;Antwerpen;13;1;sp.a;55;44;PEETERS;Johan
11002;CG;Antwerpen;13;1;sp.a;55;45;GREFFE;Laura
11002;CG;Antwerpen;13;1;sp.a;55;46;AERTSSEN;Nathalie
11002;CG;Antwerpen;13;1;sp.a;55;47;PAIRON;Erwin
11002;CG;Antwerpen;13;1;sp.a;55;48;VERSCHOREN;Alain
11002;CG;Antwerpen;13;1;sp.a;55;49;SCHOETERS;Dirk
11002;CG;Antwerpen;13;1;sp.a;55;50;TALHAOUI;Fauzaya
11002;CG;Antwerpen;13;1;sp.a;55;51;WASSENBERG;Toon
11002;CG;Antwerpen;13;1;sp.a;55;52;VAN GOOL;Greet
11002;CG;Antwerpen;13;1;sp.a;55;53;DE CONINCK;Monica
11002;CG;Antwerpen;13;1;sp.a;55;54;VAN BREMPT;Kathleen
11002;CG;Antwerpen;13;1;sp.a;55;55;KHERBACHE;Yasmine
11002;CG;Antwerpen;13;2;N-VA;55;1;DE WEVER;Bart
11002;CG;Antwerpen;13;2;N-VA;55;2;DE RIDDER;Annick
11002;CG;Antwerpen;13;2;N-VA;55;3;AIT DAOUD;Nabilla
11002;CG;Antwerpen;13;2;N-VA;55;4;KENNIS;Koen
11002;CG;Antwerpen;13;2;N-VA;55;5;DUCHATEAU;Fons
11002;CG;Antwerpen;13;2;N-VA;55;6;KLAPS;Johan
11002;CG;Antwerpen;13;2;N-VA;55;7;SOMERS;Kristel
11002;CG;Antwerpen;13;2;N-VA;55;8;LOVENIERS;Franky
11002;CG;Antwerpen;13;2;N-VA;55;9;MEIRSMAN;Danielle
11002;CG;Antwerpen;13;2;N-VA;55;10;ALTINTAS;Sevilay
11002;CG;Antwerpen;13;2;N-VA;55;11;LAENENS;Koen
11002;CG;Antwerpen;13;2;N-VA;55;12;VRINTS;Martine
11002;CG;Antwerpen;13;2;N-VA;55;13;DESCAMPS;Sanne
11002;CG;Antwerpen;13;2;N-VA;55;14;VAN DEN ABBEELE;Patrick
11002;CG;Antwerpen;13;2;N-VA;55;15;VAN BAREN;Nathalie
11002;CG;Antwerpen;13;2;N-VA;55;16;VAN DOESBURG;Els
11002;CG;Antwerpen;13;2;N-VA;55;17;JOCHEMS;Wim
11002;CG;Antwerpen;13;2;N-VA;55;18;VEREECKEN;Kevin
11002;CG;Antwerpen;13;2;N-VA;55;19;GANTMAN;André
11002;CG;Antwerpen;13;2;N-VA;55;20;LEYS;Carine
11002;CG;Antwerpen;13;2;N-VA;55;21;VAN ESBROECK;Martijn
11002;CG;Antwerpen;13;2;N-VA;55;22;TALHAOUI;Fatima
11002;CG;Antwerpen;13;2;N-VA;55;23;FEYEN;Danny
11002;CG;Antwerpen;13;2;N-VA;55;24;TOEN;Goedele
11002;CG;Antwerpen;13;2;N-VA;55;25;JACOBS;Bart
11002;CG;Antwerpen;13;2;N-VA;55;26;VAN ALSENOY;Freya
11002;CG;Antwerpen;13;2;N-VA;55;27;VAN LOOCK;Guido
11002;CG;Antwerpen;13;2;N-VA;55;28;MINTJENS;Lotte
11002;CG;Antwerpen;13;2;N-VA;55;29;WALRAVEN;Anaïs
11002;CG;Antwerpen;13;2;N-VA;55;30;BARROIS;Sionna
11002;CG;Antwerpen;13;2;N-VA;55;31;NAVARRO TELLEZ;Juan
11002;CG;Antwerpen;13;2;N-VA;55;32;HAEMS;Marleen
11002;CG;Antwerpen;13;2;N-VA;55;33;KANKOLONGO KALEMBA;Randy
11002;CG;Antwerpen;13;2;N-VA;55;34;DUMON;Jan
11002;CG;Antwerpen;13;2;N-VA;55;35;ZGNILEC;Malgorzata
11002;CG;Antwerpen;13;2;N-VA;55;36;VERHOEVEN;Michèle
11002;CG;Antwerpen;13;2;N-VA;55;37;MINASYAN;Shahnur
11002;CG;Antwerpen;13;2;N-VA;55;38;GEETS;Lisa
11002;CG;Antwerpen;13;2;N-VA;55;39;NOVAK;Irina
11002;CG;Antwerpen;13;2;N-VA;55;40;GOEDTKINDT;Jean
11002;CG;Antwerpen;13;2;N-VA;55;41;JOGANI;Siddharth
11002;CG;Antwerpen;13;2;N-VA;55;42;DELMAS;Laura
11002;CG;Antwerpen;13;2;N-VA;55;43;CUYVERS;Saskia
11002;CG;Antwerpen;13;2;N-VA;55;44;DE RANTER;Luc
11002;CG;Antwerpen;13;2;N-VA;55;45;VAN BERCKELAER;Charlotte
11002;CG;Antwerpen;13;2;N-VA;55;46;GOESAERT;Romain
11002;CG;Antwerpen;13;2;N-VA;55;47;LAMIGAN-KALINGART;Imelda
11002;CG;Antwerpen;13;2;N-VA;55;48;NJENGO;Joël
11002;CG;Antwerpen;13;2;N-VA;55;49;VAN AELST;Vic
11002;CG;Antwerpen;13;2;N-VA;55;50;VAN DYCK;Denise
11002;CG;Antwerpen;13;2;N-VA;55;51;TIJSMANS;Mark
11002;CG;Antwerpen;13;2;N-VA;55;52;WOUTERS;Peter
11002;CG;Antwerpen;13;2;N-VA;55;53;VAN WERDE;Manuela
11002;CG;Antwerpen;13;2;N-VA;55;54;VAN CAMPENHOUT;Ludo
11002;CG;Antwerpen;13;2;N-VA;55;55;HOMANS;Liesbeth
11002;CG;Antwerpen;13;3;CD&V;55;1;PEETERS;Kris
11002;CG;Antwerpen;13;3;CD&V;55;2;BASTIAENS;Caroline
11002;CG;Antwerpen;13;3;CD&V;55;3;LANJRI;Nahima
11002;CG;Antwerpen;13;3;CD&V;55;4;VOETEN;Sam
11002;CG;Antwerpen;13;3;CD&V;55;5;DE VOLDER;Jan
11002;CG;Antwerpen;13;3;CD&V;55;6;DORJBAYAR;Zola
11002;CG;Antwerpen;13;3;CD&V;55;7;AMRANI;Soufiane
11002;CG;Antwerpen;13;3;CD&V;55;8;MATUSHINA;Galina
11002;CG;Antwerpen;13;3;CD&V;55;9;JANSSEN;Patrick
11002;CG;Antwerpen;13;3;CD&V;55;10;CALUWÉ;Helena
11002;CG;Antwerpen;13;3;CD&V;55;11;VAN DER KADEN;Emma
11002;CG;Antwerpen;13;3;CD&V;55;12;BROOSUS;Stéphanie
11002;CG;Antwerpen;13;3;CD&V;55;13;ANTHEUNIS;Luc
11002;CG;Antwerpen;13;3;CD&V;55;14;COSKUNSU;Fetih
11002;CG;Antwerpen;13;3;CD&V;55;15;QUINTELIER;Herman
11002;CG;Antwerpen;13;3;CD&V;55;16;FRIEDMAN;Rezi
11002;CG;Antwerpen;13;3;CD&V;55;17;DARIA;Sahadi
11002;CG;Antwerpen;13;3;CD&V;55;18;UGUR;Melahat
11002;CG;Antwerpen;13;3;CD&V;55;19;MUSITU LUFUNGULA;Willy
11002;CG;Antwerpen;13;3;CD&V;55;20;DAEMS;Gina
11002;CG;Antwerpen;13;3;CD&V;55;21;AARAB;Hassan
11002;CG;Antwerpen;13;3;CD&V;55;22;STEPANOVA;Lina
11002;CG;Antwerpen;13;3;CD&V;55;23;AZOUAGHE;Lubna
11002;CG;Antwerpen;13;3;CD&V;55;24;BACHMADOVA;Ellina
11002;CG;Antwerpen;13;3;CD&V;55;25;BOULAHFATI;Ismail
11002;CG;Antwerpen;13;3;CD&V;55;26;SUYKERBUYK;Sandra
11002;CG;Antwerpen;13;3;CD&V;55;27;PAARDEKAM;Marcel
11002;CG;Antwerpen;13;3;CD&V;55;28;SHARMA;Lila
11002;CG;Antwerpen;13;3;CD&V;55;29;ELIAS;Olivier
11002;CG;Antwerpen;13;3;CD&V;55;30;NAVOYAN;Ani
11002;CG;Antwerpen;13;3;CD&V;55;31;DE MEYER;Sonja
11002;CG;Antwerpen;13;3;CD&V;55;32;DE COCK;Pieter
11002;CG;Antwerpen;13;3;CD&V;55;33;GOGOKHIA;Ekaterine
11002;CG;Antwerpen;13;3;CD&V;55;34;JANSSENS;Wietse
11002;CG;Antwerpen;13;3;CD&V;55;35;MILANTS;Rita
11002;CG;Antwerpen;13;3;CD&V;55;36;KAKONGA BISOMBE;Monique
11002;CG;Antwerpen;13;3;CD&V;55;37;KREKELS;Carolyn
11002;CG;Antwerpen;13;3;CD&V;55;38;IDES;Hans
11002;CG;Antwerpen;13;3;CD&V;55;39;VAN DEN BRANDE;Thijs
11002;CG;Antwerpen;13;3;CD&V;55;40;MATTHIJSSENS-RYCKMANS;Kris
11002;CG;Antwerpen;13;3;CD&V;55;41;VANHANDENHOVE;Roel
11002;CG;Antwerpen;13;3;CD&V;55;42;DE CLEYN;Edwin
11002;CG;Antwerpen;13;3;CD&V;55;43;ROELANT-HUYBRECHTS;Patty
11002;CG;Antwerpen;13;3;CD&V;55;44;VAN DEN BOSSCHE;Bert
11002;CG;Antwerpen;13;3;CD&V;55;45;HEYNEN;Tamara
11002;CG;Antwerpen;13;3;CD&V;55;46;SCHELLEKENS;Hugo
11002;CG;Antwerpen;13;3;CD&V;55;47;BRAECKMANS;Jan
11002;CG;Antwerpen;13;3;CD&V;55;48;THOELEN;Annelies
11002;CG;Antwerpen;13;3;CD&V;55;49;VANLOMMEL;Dirk
11002;CG;Antwerpen;13;3;CD&V;55;50;EZZARHOUNI;Fatima
11002;CG;Antwerpen;13;3;CD&V;55;51;AHMADZAY;Naweed
11002;CG;Antwerpen;13;3;CD&V;55;52;HERREMANS;Tom
11002;CG;Antwerpen;13;3;CD&V;55;53;LOUYET;Anna-Maria
11002;CG;Antwerpen;13;3;CD&V;55;54;MEES;Thomas
11002;CG;Antwerpen;13;3;CD&V;55;55;VAN DE WAUWER;Orry
11002;CG;Antwerpen;13;4;Groen;55;1;VANBESIEN;Wouter
11002;CG;Antwerpen;13;4;Groen;55;2;KASTIT;Ikrame
11002;CG;Antwerpen;13;4;Groen;55;3;GIEBENS;Joris
11002;CG;Antwerpen;13;4;Groen;55;4;SETTA;Yasmia
11002;CG;Antwerpen;13;4;Groen;55;5;ANNOURI;Imade
11002;CG;Antwerpen;13;4;Groen;55;6;MAES;Karen
11002;CG;Antwerpen;13;4;Groen;55;7;DE VYLDER;Koen
11002;CG;Antwerpen;13;4;Groen;55;8;PRENEEL;Marij
11002;CG;Antwerpen;13;4;Groen;55;9;VAN DIENDEREN;Ilse
11002;CG;Antwerpen;13;4;Groen;55;10;STAES;Niel
11002;CG;Antwerpen;13;4;Groen;55;11;SAIDI MAZAROU;Nordine
11002;CG;Antwerpen;13;4;Groen;55;12;MEEUSEN;Nik
11002;CG;Antwerpen;13;4;Groen;55;13;LAUKENS;Joke
11002;CG;Antwerpen;13;4;Groen;55;14;VANVAERENBERGH;Joeri
11002;CG;Antwerpen;13;4;Groen;55;15;AMIN;Homa
11002;CG;Antwerpen;13;4;Groen;55;16;VANHOOYDONCK;Herlinde
11002;CG;Antwerpen;13;4;Groen;55;17;JORISSEN;Bert
11002;CG;Antwerpen;13;4;Groen;55;18;FATHI;Omar
11002;CG;Antwerpen;13;4;Groen;55;19;DE FRAGA VILAÇA;Regina
11002;CG;Antwerpen;13;4;Groen;55;20;NAWABI;Hakim
11002;CG;Antwerpen;13;4;Groen;55;21;STAES;Karin
11002;CG;Antwerpen;13;4;Groen;55;22;DE SCHUTTER;Ilse
11002;CG;Antwerpen;13;4;Groen;55;23;SMEULDERS;Hilde
11002;CG;Antwerpen;13;4;Groen;55;24;VAN BERCKELAER;Christophe
11002;CG;Antwerpen;13;4;Groen;55;25;VAN PARYS;Aaron
11002;CG;Antwerpen;13;4;Groen;55;26;LAMBRECHTS;Steven
11002;CG;Antwerpen;13;4;Groen;55;27;TOUSSEIN;Fabienne
11002;CG;Antwerpen;13;4;Groen;55;28;FRANKEN;Luc
11002;CG;Antwerpen;13;4;Groen;55;29;STEURS;Jasper
11002;CG;Antwerpen;13;4;Groen;55;30;QUIRYNEN;Veerle
11002;CG;Antwerpen;13;4;Groen;55;31;HALILI;Arbër
11002;CG;Antwerpen;13;4;Groen;55;32;MEEUSEN;Femke
11002;CG;Antwerpen;13;4;Groen;55;33;WIEME;Stephan
11002;CG;Antwerpen;13;4;Groen;55;34;VRELUST;Marie
11002;CG;Antwerpen;13;4;Groen;55;35;VAN BOCKSTAL;Steven
11002;CG;Antwerpen;13;4;Groen;55;36;AL JATTARI;Omar
11002;CG;Antwerpen;13;4;Groen;55;37;CHIRINOS SAAVEDRA;Giuliana
11002;CG;Antwerpen;13;4;Groen;55;38;VOGELS;Mieke
11002;CG;Antwerpen;13;4;Groen;55;39;TAMBA;Jean-Jacques
11002;CG;Antwerpen;13;4;Groen;55;40;STALLAERT;Lieve
11002;CG;Antwerpen;13;4;Groen;55;41;VAN DIENDEREN;Hugo
11002;CG;Antwerpen;13;4;Groen;55;42;JORIS;Elka
11002;CG;Antwerpen;13;4;Groen;55;43;TOURÉ;Anna
11002;CG;Antwerpen;13;4;Groen;55;44;GASHI;Arben
11002;CG;Antwerpen;13;4;Groen;55;45;JOOSSENS;Anny
11002;CG;Antwerpen;13;4;Groen;55;46;BEELS;Thanh
11002;CG;Antwerpen;13;4;Groen;55;47;DE ROECK;An
11002;CG;Antwerpen;13;4;Groen;55;48;APPIAH;Egbert
11002;CG;Antwerpen;13;4;Groen;55;49;WILLEMSE;Clara
11002;CG;Antwerpen;13;4;Groen;55;50;HOSTYN;Jytte
11002;CG;Antwerpen;13;4;Groen;55;51;LACROIX;Michel
11002;CG;Antwerpen;13;4;Groen;55;52;HAYANI;Azeddine
11002;CG;Antwerpen;13;4;Groen;55;53;STAES;Bart
11002;CG;Antwerpen;13;4;Groen;55;54;PIRYNS;Freya
11002;CG;Antwerpen;13;4;Groen;55;55;ALMACI;Meyrem
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;1;DEWINTER;Filip
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;2;VAN DERMEERSCH;Anke
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;3;VAN ROOY;Sam
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;4;POOTERS;Peggy
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;5;CORNELISSEN;Cedric
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;6;JONGBLOED;Marjon
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;7;WOUTERS;Staf
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;8;ELST;Michel
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;9;LIEKENS;Steven
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;10;CLABOST;Veronique 
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;11;DEVRIEZE;Chris
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;12;DE GRES;Werner
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;13;VAN CRAENENBROECK;Lutgard
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;14;DE KEYSER;Sharon
11002;CG;Antwerpen;13;5;VLAAMS BELANG;55;15;CARDON;Michel
