"Verkiezing","NIS","Lijstnummer","Lijstnaam","Volgnummer","Naam","Leeftijd","Geslacht","Voorkeurstemmen","Verkozen","Verkozen volgnummer"
"Buggenhout","42004",7,"CD&V",14,"DE BACKER Johan",61,"M",202,0,9
"Buggenhout","42004",8,"NCD",18,"VAN DOOREN Jonathan",20,"M",476,1,7
"Buggenhout","42004",8,"NCD",15,"DE BACKER Leslie",25,"F",204,0,11
"Buggenhout","42004",8,"NCD",14,"VERSCHUEREN Joris",27,"M",343,0,4
"Buggenhout","42004",8,"NCD",7,"STEVENS Jan",33,"M",530,1,6
"Buggenhout","42004",8,"NCD",21,"BOGAERTS Sylva",35,"F",351,0,2
"Buggenhout","42004",8,"NCD",17,"DE RAES Wendy",36,"F",206,0,10
"Buggenhout","42004",8,"NCD",13,"MOORTGAT Liesbeth",37,"F",429,1,9
"Buggenhout","42004",8,"NCD",3,"HERMANS Geert",39,"M",1366,1,2
"Buggenhout","42004",8,"NCD",20,"VAN DEN BERGE Kris",40,"M",303,0,7
"Buggenhout","42004",8,"NCD",12,"SARENS Jurgen",42,"M",240,0,9
"Buggenhout","42004",8,"NCD",1,"VAN HERREWEGHE Tom",44,"M",2186,1,1
"Buggenhout","42004",8,"NCD",2,"SERTIJN Nadine",44,"F",1063,1,3
"Buggenhout","42004",8,"NCD",10,"VAN DER JEUGT Dirk",48,"M",341,0,5
"Buggenhout","42004",8,"NCD",5,"MANNAERT Geert",50,"M",641,1,5
"Buggenhout","42004",8,"NCD",16,"FOLLAETS Eric",51,"M",189,0,12
"Buggenhout","42004",8,"NCD",6,"DE MUL Bettie",52,"F",419,1,10
"Buggenhout","42004",8,"NCD",9,"DE WOLF Rita",57,"F",319,0,1
"Buggenhout","42004",8,"NCD",22,"BAECK Rudi",57,"M",298,0,8
"Buggenhout","42004",8,"NCD",11,"STASSIJNS Annita",59,"F",312,0,6
"Buggenhout","42004",8,"NCD",8,"VERMEIREN Ghis",60,"F",436,1,8
"Buggenhout","42004",8,"NCD",4,"CASSIMON Lucienne",64,"F",662,1,4
"Buggenhout","42004",8,"NCD",19,"VAN LONDERSELE Romanie",64,"F",150,0,13
"Buggenhout","42004",8,"NCD",23,"VAN DEN BERGH Aloïs",75,"M",350,0,3
"Buggenhout","42004",2,"N-VA",7,"VRANKEN Ward",25,"M",174,0,3
"Buggenhout","42004",2,"N-VA",8,"LAUWERS Karen",26,"F",174,0,4
"Buggenhout","42004",2,"N-VA",1,"MOMMAERS Wim",31,"M",438,1,1
"Buggenhout","42004",2,"N-VA",17,"VAN LAKEN Vincent",32,"M",66,0,20
"Buggenhout","42004",2,"N-VA",9,"DE BACKER Steven",35,"M",140,0,6
"Buggenhout","42004",2,"N-VA",12,"FRANCK Tessa",35,"F",108,0,12
"Buggenhout","42004",2,"N-VA",2,"BAECK Hilde",39,"F",237,0,1
"Buggenhout","42004",2,"N-VA",14,"LINDERS Fren",41,"F",67,0,19
"Buggenhout","42004",2,"N-VA",18,"JACOBS Nele",41,"F",129,0,7
"Buggenhout","42004",2,"N-VA",11,"BERGHMANS Reint",42,"M",84,0,16
"Buggenhout","42004",2,"N-VA",15,"JACOBS Sven",44,"M",71,0,18
"Buggenhout","42004",2,"N-VA",6,"DE SAEGER Kristine",46,"F",167,0,5
"Buggenhout","42004",2,"N-VA",4,"TRYPSTEEN Lutgarde",48,"F",124,0,8
"Buggenhout","42004",2,"N-VA",3,"JACOBS Jan",50,"M",484,1,2
"Buggenhout","42004",2,"N-VA",19,"KERREMANS Ben",50,"M",122,0,9
"Buggenhout","42004",2,"N-VA",22,"DOBBELAERE Anne",51,"F",107,0,13
"Buggenhout","42004",2,"N-VA",10,"VERMEIR Annemie",56,"F",101,0,14
"Buggenhout","42004",2,"N-VA",23,"VERHAEGEN Jef",59,"M",230,0,2
"Buggenhout","42004",2,"N-VA",20,"FRANCKAERT Roos",62,"F",90,0,15
"Buggenhout","42004",2,"N-VA",5,"WILLEMS Jean-Pierre",63,"M",246,1,3
"Buggenhout","42004",2,"N-VA",21,"BAECK Ulrik",64,"M",82,0,17
"Buggenhout","42004",2,"N-VA",13,"BUELENS Herman",69,"M",111,0,11
"Buggenhout","42004",2,"N-VA",16,"BIESEMAN Maria",81,"F",115,0,10
"Buggenhout","42004",1,"Open Vld",9,"VAN DE VOORDE Nicolas",20,"M",102,0,8
"Buggenhout","42004",1,"Open Vld",11,"ROTTIERS Isabelle",21,"F",107,0,6
"Buggenhout","42004",1,"Open Vld",4,"DE MEESTER Nick",25,"M",137,0,4
"Buggenhout","42004",1,"Open Vld",8,"DUTRÉ Nicolas",25,"M",90,0,11
"Buggenhout","42004",1,"Open Vld",6,"VAN DOREN Kjell",27,"M",103,0,7
"Buggenhout","42004",1,"Open Vld",7,"VAN HAMME Roel",27,"M",117,0,5
"Buggenhout","42004",1,"Open Vld",10,"VAN NIJVERSEEL Gerrit",27,"M",76,0,12
"Buggenhout","42004",1,"Open Vld",15,"DE MAEYER Steve",36,"M",69,0,17
"Buggenhout","42004",1,"Open Vld",13,"VAN PUYENBROECK Bert",39,"M",76,0,13
"Buggenhout","42004",1,"Open Vld",18,"VERHULST Koenraad",42,"M",60,0,21
"Buggenhout","42004",1,"Open Vld",23,"BRUGGEMAN Hilde",43,"F",170,0,3
"Buggenhout","42004",1,"Open Vld",3,"DE BATSELIER Marino",44,"M",198,0,1
"Buggenhout","42004",1,"Open Vld",17,"JOOS Ann",45,"F",73,0,16
"Buggenhout","42004",1,"Open Vld",16,"VAN REYBROECK Tania",47,"F",66,0,20
"Buggenhout","42004",1,"Open Vld",1,"BUYS Rosette",54,"F",218,1,1
"Buggenhout","42004",1,"Open Vld",22,"DE VOS Monique",54,"F",92,0,10
"Buggenhout","42004",1,"Open Vld",5,"SEGHERS Linda",55,"F",99,0,9
"Buggenhout","42004",1,"Open Vld",2,"ROTTIERS Eddy",59,"M",131,0,2
"Buggenhout","42004",1,"Open Vld",12,"WILLEMS Ro",59,"F",74,0,15
"Buggenhout","42004",1,"Open Vld",14,"WOUTERS Linda",60,"F",67,0,18
"Buggenhout","42004",1,"Open Vld",21,"BOSTEELS Maurits",63,"M",55,0,22
"Buggenhout","42004",1,"Open Vld",19,"ANNAERT Lena",64,"F",75,0,14
"Buggenhout","42004",1,"Open Vld",20,"DE RIDDER Greta",70,"F",67,0,19
"Buggenhout","42004",4,"sp.a",12,"ROBBERECHTS Leen",28,"F",65,0,0
"Buggenhout","42004",4,"sp.a",5,"BENTHEIN William",34,"M",59,0,0
"Buggenhout","42004",4,"sp.a",4,"DE SCHAEPDRYVER Daniëlle",45,"F",158,0,0
"Buggenhout","42004",4,"sp.a",10,"BLANCQUAERT Patricia",46,"F",59,0,0
"Buggenhout","42004",4,"sp.a",2,"BUGGENHOUT Rosita",52,"F",95,0,0
"Buggenhout","42004",4,"sp.a",8,"VAN CAENEGEM Christel",53,"F",76,0,0
"Buggenhout","42004",4,"sp.a",13,"TRIEST Guido",57,"M",89,0,0
"Buggenhout","42004",4,"sp.a",3,"LAUREYS Clement",58,"M",77,0,0
"Buggenhout","42004",4,"sp.a",11,"BRÉDA Marc",59,"M",59,0,0
"Buggenhout","42004",4,"sp.a",7,"BOGAERTS Rudy",60,"M",67,0,0
"Buggenhout","42004",4,"sp.a",1,"DE BISSCHOP Freddy",61,"M",236,0,0
"Buggenhout","42004",4,"sp.a",9,"VAN DAMME Emiel",66,"M",72,0,0
"Buggenhout","42004",4,"sp.a",6,"JOOS Anna",74,"F",93,0,0
"Buggenhout","42004",3,"VLAAMS BELANG",11,"LAUVRIJS Reinout",20,"M",68,0,4
"Buggenhout","42004",3,"VLAAMS BELANG",9,"VAN EXTERGEM Guanita",21,"F",33,0,18
"Buggenhout","42004",3,"VLAAMS BELANG",8,"VAN DEN ABBEELE Erwin",26,"M",36,0,16
"Buggenhout","42004",3,"VLAAMS BELANG",7,"BEULLENS David",35,"M",29,0,20
"Buggenhout","42004",3,"VLAAMS BELANG",13,"DE LEEUW Hans",37,"M",49,0,10
"Buggenhout","42004",3,"VLAAMS BELANG",1,"CREYELMAN Steven",39,"M",275,1,1
"Buggenhout","42004",3,"VLAAMS BELANG",5,"LINSSEN Liga",39,"F",43,0,12
"Buggenhout","42004",3,"VLAAMS BELANG",23,"VERHAEGEN Joris",40,"M",65,0,6
"Buggenhout","42004",3,"VLAAMS BELANG",2,"LAUVRIJS Tamara",41,"F",182,0,1
"Buggenhout","42004",3,"VLAAMS BELANG",6,"VAN BIESEN Inés",41,"F",47,0,11
"Buggenhout","42004",3,"VLAAMS BELANG",16,"BUYS Katrien",42,"F",41,0,13
"Buggenhout","42004",3,"VLAAMS BELANG",10,"VAN PETEGEM Nadine",44,"F",63,0,7
"Buggenhout","42004",3,"VLAAMS BELANG",17,"HEYVAERT Hilde",48,"F",51,0,9
"Buggenhout","42004",3,"VLAAMS BELANG",20,"CREYELMAN Conny",48,"F",65,0,5
"Buggenhout","42004",3,"VLAAMS BELANG",3,"VAN NUFFEL Albert",50,"M",92,0,2
"Buggenhout","42004",3,"VLAAMS BELANG",4,"DE GROOT Leo",55,"M",40,0,14
"Buggenhout","42004",3,"VLAAMS BELANG",18,"DIERICKX Wim",60,"M",35,0,17
"Buggenhout","42004",3,"VLAAMS BELANG",21,"LAUVRIJS André",61,"M",73,0,3
"Buggenhout","42004",3,"VLAAMS BELANG",22,"STEEMAN Arthur",61,"M",24,0,22
"Buggenhout","42004",3,"VLAAMS BELANG",14,"RINGOOT Jeannine",65,"F",28,0,21
"Buggenhout","42004",3,"VLAAMS BELANG",15,"DE ROOVERE-HUYGENS Miriam",68,"F",31,0,19
"Buggenhout","42004",3,"VLAAMS BELANG",19,"BOEYKENS Greta",68,"F",39,0,15
"Buggenhout","42004",3,"VLAAMS BELANG",12,"BOEYKENS Lucienne",75,"F",63,0,8
"Damme","31006",7,"CD&V",19,"LAMOTE Kim",28,"F",394,1,17
"Damme","31006",7,"CD&V",20,"NOË Frederik",30,"M",524,1,12
"Damme","31006",7,"CD&V",21,"BISSCHOP Inge",33,"F",1269,1,4
"Damme","31006",7,"CD&V",6,"DEBBAUT -VAN QUEKELBERGHE Eveline",34,"F",1334,1,3
"Damme","31006",7,"CD&V",2,"COENE - DE SUTTER Kelly",37,"F",481,1,13
"Damme","31006",7,"CD&V",5,"MUS Marc",38,"M",1229,1,5
"Damme","31006",7,"CD&V",15,"DE SUTTER Christoph",38,"M",1033,1,6
"Damme","31006",7,"CD&V",13,"WARLOP Filiep",42,"M",253,0,1
"Damme","31006",7,"CD&V",14,"HENNECO Els",42,"F",199,0,4
"Damme","31006",7,"CD&V",11,"HERREWYN - DOSSCHE Veerle",43,"F",455,1,15
"Damme","31006",7,"CD&V",8,"DESUTTER Bart",45,"M",842,1,8
"Damme","31006",7,"CD&V",3,"COENS Joachim",46,"M",1748,1,2
"Damme","31006",7,"CD&V",7,"ROGISSART Marc",47,"M",476,1,14
"Damme","31006",7,"CD&V",9,"FOCKEDEY Lut",50,"F",632,1,9
"Damme","31006",7,"CD&V",16,"CRUL Eric",50,"M",432,1,16
"Damme","31006",7,"CD&V",4,"STRUBBE Rik",53,"M",853,1,7
"Damme","31006",7,"CD&V",18,"DE WITTE - JACXSENS Martine",53,"F",296,0,2
"Damme","31006",7,"CD&V",17,"DEBBAUT Caroline",54,"F",262,0,3
"Damme","31006",7,"CD&V",10,"LAMOTE Jean-Pierre",55,"M",629,1,10
"Damme","31006",7,"CD&V",1,"BISSCHOP Dirk",57,"M",2847,1,1
"Damme","31006",7,"CD&V",12,"VIAENE Anne-Marie",60,"F",538,1,11
"Damme","31006",2,"N-VA",19,"VAN MEIRHAEGHE Katrien",21,"F",164,0,4
"Damme","31006",2,"N-VA",12,"CATTOOR Jasper",23,"M",126,0,8
"Damme","31006",2,"N-VA",1,"VERSTRAETE Heidi",33,"F",328,1,1
"Damme","31006",2,"N-VA",14,"AYED Moez",36,"M",120,0,10
"Damme","31006",2,"N-VA",16,"FERYN Dirk",45,"M",142,0,6
"Damme","31006",2,"N-VA",9,"VAN ACKER Kathleen",47,"F",117,0,13
"Damme","31006",2,"N-VA",20,"BUYSSE Manu",48,"M",202,1,3
"Damme","31006",2,"N-VA",5,"MESTDAGH Katrien",52,"F",179,0,2
"Damme","31006",2,"N-VA",10,"PARYS Michel",55,"M",118,0,12
"Damme","31006",2,"N-VA",11,"DELOOF Frederika",55,"F",93,0,17
"Damme","31006",2,"N-VA",2,"VAN MEIRHAEGHE Jan",56,"M",290,1,2
"Damme","31006",2,"N-VA",3,"ANSEEUW Lut",60,"F",161,0,1
"Damme","31006",2,"N-VA",18,"VAN REETH Siegfried",60,"M",120,0,11
"Damme","31006",2,"N-VA",4,"DESSEIN Johan",61,"M",168,0,3
"Damme","31006",2,"N-VA",7,"BEUCKELS Regina",61,"F",134,0,7
"Damme","31006",2,"N-VA",13,"VAN DEN BOSSCHE Vera",61,"F",115,0,14
"Damme","31006",2,"N-VA",15,"VERLINDE Nicole",64,"F",101,0,16
"Damme","31006",2,"N-VA",21,"MILLECAM Jos",64,"M",190,1,4
"Damme","31006",2,"N-VA",8,"DE ZUTTER Gerard",65,"M",154,0,5
"Damme","31006",2,"N-VA",17,"DE MUNTER Lut",66,"F",114,0,15
"Damme","31006",2,"N-VA",6,"RECKELBUS Luc",76,"M",120,0,9
"Damme","31006",1,"Open Vld",3,"MERVILDE Pauline",22,"F",88,0,0
"Damme","31006",1,"Open Vld",2,"DE LEYN Hendrik",38,"M",117,0,0
"Damme","31006",1,"Open Vld",6,"DE ZUTTER Peter",42,"M",107,0,0
"Damme","31006",1,"Open Vld",4,"CORTY Wim",46,"M",73,0,0
"Damme","31006",1,"Open Vld",1,"VAN LAECKE Rita",52,"F",187,0,0
"Damme","31006",1,"Open Vld",5,"DEMOL Hendrik",58,"M",100,0,0
"Damme","31006",1,"Open Vld",7,"MATTHYS Aline",66,"F",98,0,0
"Damme","31006",8,"SAMEN STERKER",2,"DUPON Caroline",51,"F",117,0,0
"Damme","31006",8,"SAMEN STERKER",1,"BERTON André",65,"M",85,0,0
"De Haan","35029",9,"bewust ' 12",14,"D'HONDT Leen",25,"F",360,0,8
"De Haan","35029",9,"bewust ' 12",20,"OHNEMUS Maike",25,"F",846,1,10
"De Haan","35029",9,"bewust ' 12",9,"DEPAUW Frederic",32,"M",579,0,5
"De Haan","35029",9,"bewust ' 12",13,"KNUDDE-ROUZÉE Sofie",32,"F",973,1,9
"De Haan","35029",9,"bewust ' 12",2,"BOUWENS-DE SOETE Marleen",38,"F",1163,1,5
"De Haan","35029",9,"bewust ' 12",12,"VERMEIRE Pascal",38,"M",757,1,11
"De Haan","35029",9,"bewust ' 12",7,"DEVOOGHT Kurt",39,"M",752,1,12
"De Haan","35029",9,"bewust ' 12",4,"CATTRYSSE Rudi",42,"M",1802,1,3
"De Haan","35029",9,"bewust ' 12",6,"DEMARIA Kurt",42,"M",741,1,13
"De Haan","35029",9,"bewust ' 12",21,"PIETERS-GELELEENS Annick",42,"F",587,0,4
"De Haan","35029",9,"bewust ' 12",10,"VINCKE Stefaan",43,"M",977,1,8
"De Haan","35029",9,"bewust ' 12",17,"ZWAENEPOEL-VINCKE Isabelle",43,"F",665,0,2
"De Haan","35029",9,"bewust ' 12",22,"BEIRENS Kurt",43,"M",1119,1,7
"De Haan","35029",9,"bewust ' 12",19,"DECHERF-VANBESIEN Katrien",49,"F",612,0,3
"De Haan","35029",9,"bewust ' 12",15,"DESMET Marijke",51,"F",514,0,7
"De Haan","35029",9,"bewust ' 12",3,"MEYERS Paul",52,"M",1137,1,6
"De Haan","35029",9,"bewust ' 12",23,"SCHILLEWAERT-VERCRUYCE Marleen",52,"F",2204,1,2
"De Haan","35029",9,"bewust ' 12",1,"BREEMERSCH Peter",53,"M",2370,1,1
"De Haan","35029",9,"bewust ' 12",5,"CLAUS Rudy",53,"M",1239,1,4
"De Haan","35029",9,"bewust ' 12",8,"VAN WIJK Frank",56,"M",520,0,1
"De Haan","35029",9,"bewust ' 12",18,"BORNY-MAECKELBERGHE Nicole",62,"F",687,1,14
"De Haan","35029",9,"bewust ' 12",11,"RONQUETTI Eddy",64,"M",538,0,6
"De Haan","35029",9,"bewust ' 12",16,"HAMAEKERS-DE RUYVER Martine",71,"F",317,0,9
"De Haan","35029",6,"Groen",11,"DECOO Lisa",21,"F",93,0,0
"De Haan","35029",6,"Groen",2,"VAN MOL Sjoerd",22,"M",139,0,0
"De Haan","35029",6,"Groen",10,"VANDENHENDE Aaron",24,"M",62,0,0
"De Haan","35029",6,"Groen",8,"VANDENSTEEN Bruno",34,"M",78,0,0
"De Haan","35029",6,"Groen",5,"REHIMI Yamina",35,"F",97,0,0
"De Haan","35029",6,"Groen",3,"DANNEELS Co",43,"F",86,0,0
"De Haan","35029",6,"Groen",13,"BEIRENS Koen",43,"M",57,0,0
"De Haan","35029",6,"Groen",6,"LIETAERT Ortwin",45,"M",63,0,0
"De Haan","35029",6,"Groen",4,"VAN SAND Bob",47,"M",94,0,0
"De Haan","35029",6,"Groen",15,"DEVREESE Renaat",49,"M",109,0,0
"De Haan","35029",6,"Groen",1,"KNOCKAERT Carla",57,"F",105,0,0
"De Haan","35029",6,"Groen",14,"MAES Marleen",58,"F",77,0,0
"De Haan","35029",6,"Groen",9,"COEN Laurette",59,"F",56,0,0
"De Haan","35029",6,"Groen",12,"SYS Philippe",60,"M",51,0,0
"De Haan","35029",6,"Groen",7,"VINCKE Pauline",80,"F",61,0,0
"De Haan","35029",8,"L.B.+SAMEN+N-VA",16,"LARIDON FELINE",19,"F",282,0,14
"De Haan","35029",8,"L.B.+SAMEN+N-VA",15,"CHAPMAN ROBIN",21,"M",401,0,4
"De Haan","35029",8,"L.B.+SAMEN+N-VA",8,"LIPPENS BART",25,"M",397,0,6
"De Haan","35029",8,"L.B.+SAMEN+N-VA",3,"DELBARGE MATHIEU",26,"M",701,1,3
"De Haan","35029",8,"L.B.+SAMEN+N-VA",11,"SCHEPENS OLIVIER",36,"M",367,0,7
"De Haan","35029",8,"L.B.+SAMEN+N-VA",14,"LOUWAGE CONNY",37,"F",398,0,5
"De Haan","35029",8,"L.B.+SAMEN+N-VA",6,"TILLEMAN STEVEN",38,"M",306,0,11
"De Haan","35029",8,"L.B.+SAMEN+N-VA",22,"JONCKHEERE HANS",44,"M",451,1,8
"De Haan","35029",8,"L.B.+SAMEN+N-VA",10,"DE CONINCK STEVEN",46,"M",306,0,12
"De Haan","35029",8,"L.B.+SAMEN+N-VA",1,"BEIRENS CHRISTINE",47,"F",1356,1,1
"De Haan","35029",8,"L.B.+SAMEN+N-VA",12,"VANDAELE RONNY",47,"M",463,1,7
"De Haan","35029",8,"L.B.+SAMEN+N-VA",18,"HEYRICK-DE RIJCKER DOMINIQUE",47,"F",356,0,8
"De Haan","35029",8,"L.B.+SAMEN+N-VA",9,"DHONT HILDE",49,"F",546,1,5
"De Haan","35029",8,"L.B.+SAMEN+N-VA",13,"MINNE-JONNIAUX TRUI",50,"F",428,0,2
"De Haan","35029",8,"L.B.+SAMEN+N-VA",17,"VANOVERSCHELDE ELS",50,"F",191,0,15
"De Haan","35029",8,"L.B.+SAMEN+N-VA",20,"VAN BUYNDER-SEYS INGE",51,"F",285,0,13
"De Haan","35029",8,"L.B.+SAMEN+N-VA",5,"VERMAST JAN",52,"M",477,1,6
"De Haan","35029",8,"L.B.+SAMEN+N-VA",21,"DEMAEGDT PAUL",52,"M",332,0,10
"De Haan","35029",8,"L.B.+SAMEN+N-VA",2,"VANDAELE WILFRIED",53,"M",1354,1,2
"De Haan","35029",8,"L.B.+SAMEN+N-VA",7,"VANHAECKE-VAN DAMME LIEVE",55,"F",424,0,3
"De Haan","35029",8,"L.B.+SAMEN+N-VA",4,"KNUDDE CHRISTIANE",63,"F",429,0,1
"De Haan","35029",8,"L.B.+SAMEN+N-VA",19,"BAERT-MATTENS Lucrèce",67,"F",337,0,9
"De Haan","35029",8,"L.B.+SAMEN+N-VA",23,"FLAHAUT-POUILLON Andrée",78,"F",675,1,4
"De Haan","35029",10,"PIRATENPARTIJ",3,"DELANGHE Björn",28,"M",22,0,0
"De Haan","35029",10,"PIRATENPARTIJ",4,"COPPENS Rita",53,"F",18,0,0
"De Haan","35029",10,"PIRATENPARTIJ",5,"VAN DYCK Maria",54,"F",18,0,0
"De Haan","35029",10,"PIRATENPARTIJ",2,"GEYSKENS Liliane",64,"F",32,0,0
"De Haan","35029",10,"PIRATENPARTIJ",6,"VANSTEENWEGEN Constant",68,"M",19,0,0
"De Haan","35029",10,"PIRATENPARTIJ",1,"VAN NUFFEL René",69,"M",46,0,0
"De Haan","35029",4,"sp.a-CD&V",12,"BORNY Stijn",23,"M",88,0,11
"De Haan","35029",4,"sp.a-CD&V",5,"HUBERT Mike",31,"M",108,0,8
"De Haan","35029",4,"sp.a-CD&V",2,"HUYSENTRUYT Nele",32,"F",149,0,2
"De Haan","35029",4,"sp.a-CD&V",1,"DEVUYST Jonathan",34,"M",271,1,1
"De Haan","35029",4,"sp.a-CD&V",6,"WUYTS Tim",34,"M",76,0,12
"De Haan","35029",4,"sp.a-CD&V",8,"CROMBEZ Annic",42,"F",90,0,10
"De Haan","35029",4,"sp.a-CD&V",9,"GEVAERT Rudy",44,"M",127,0,5
"De Haan","35029",4,"sp.a-CD&V",18,"DEVINCK Danny",45,"M",58,0,21
"De Haan","35029",4,"sp.a-CD&V",4,"DEFRUYT Veronique",49,"F",118,0,7
"De Haan","35029",4,"sp.a-CD&V",15,"BOTS Linda",50,"F",119,0,6
"De Haan","35029",4,"sp.a-CD&V",20,"CALLENS Nadine",50,"F",67,0,18
"De Haan","35029",4,"sp.a-CD&V",21,"DALLE Marian",50,"F",74,0,14
"De Haan","35029",4,"sp.a-CD&V",3,"CRAEYE Annemie",52,"F",97,0,9
"De Haan","35029",4,"sp.a-CD&V",22,"BORNY Ronny",52,"M",131,0,4
"De Haan","35029",4,"sp.a-CD&V",10,"DEMOOR-DE DECKER Patricia",55,"F",59,0,20
"De Haan","35029",4,"sp.a-CD&V",17,"DEBRA Luc",55,"M",64,0,19
"De Haan","35029",4,"sp.a-CD&V",14,"ANDRÉ Alain",56,"M",75,0,13
"De Haan","35029",4,"sp.a-CD&V",23,"VANHAEREN Daniel",58,"M",238,0,1
"De Haan","35029",4,"sp.a-CD&V",13,"DECAESSTECKER Martine",63,"F",73,0,16
"De Haan","35029",4,"sp.a-CD&V",16,"CLAEYS Victor",65,"M",53,0,22
"De Haan","35029",4,"sp.a-CD&V",19,"VAN VOOREN Christiane",66,"F",68,0,17
"De Haan","35029",4,"sp.a-CD&V",7,"LYDOU Julien",67,"M",170,0,3
"De Haan","35029",4,"sp.a-CD&V",11,"ALLEMEERSCH-VANMASSENHOVE Monique",69,"F",73,0,15
"De Haan","35029",3,"VLAAMS BELANG",4,"DE METTER Cynthia",22,"F",44,0,0
"De Haan","35029",3,"VLAAMS BELANG",3,"SOMERS Mike",28,"M",43,0,0
"De Haan","35029",3,"VLAAMS BELANG",5,"AMEYE Eric",41,"M",39,0,0
"De Haan","35029",3,"VLAAMS BELANG",2,"GHYSELINCK Martine",53,"F",54,0,0
"De Haan","35029",3,"VLAAMS BELANG",1,"MEYNS Patrick",56,"M",78,0,0
"De Haan","35029",3,"VLAAMS BELANG",6,"SAENEN Eugène",66,"M",35,0,0
"De Haan","35029",3,"VLAAMS BELANG",7,"ADANG Godelieve",67,"F",40,0,0
"De Panne","38008",10,"ANDERS",2,"BRUYNOGHE Ellen",25,"F",96,0,0
"De Panne","38008",10,"ANDERS",5,"RYCKMAN Wendy",26,"F",62,0,0
"De Panne","38008",10,"ANDERS",13,"WOUTERS Tine",32,"F",77,0,0
"De Panne","38008",10,"ANDERS",10,"VAN BLADEL Lutgarde",33,"F",83,0,0
"De Panne","38008",10,"ANDERS",8,"VANTYGHEM Arvid",35,"M",74,0,0
"De Panne","38008",10,"ANDERS",1,"LUYSSEN Nicolas",36,"M",143,0,0
"De Panne","38008",10,"ANDERS",4,"VAN DEN HAUTE Bernard",38,"M",78,0,0
"De Panne","38008",10,"ANDERS",12,"DECLERCK Tristant",44,"M",82,0,0
"De Panne","38008",10,"ANDERS",6,"DESOT Gino",45,"M",59,0,0
"De Panne","38008",10,"ANDERS",3,"DELACAUW Philippe",50,"M",99,0,0
"De Panne","38008",10,"ANDERS",9,"COPIN Martine",51,"F",72,0,0
"De Panne","38008",10,"ANDERS",7,"SENNESAEL Christa",53,"F",79,0,0
"De Panne","38008",10,"ANDERS",14,"BRIJSSE Claude",55,"M",66,0,0
"De Panne","38008",10,"ANDERS",11,"CALLAERT Jeanine",74,"F",80,0,0
"De Panne","38008",7,"CD&VPLUS",16,"AMELOOT Liselot",20,"F",282,0,14
"De Panne","38008",7,"CD&VPLUS",15,"FEYS Freek",23,"M",315,0,9
"De Panne","38008",7,"CD&VPLUS",3,"DEGRIECK Bram",36,"M",649,1,3
"De Panne","38008",7,"CD&VPLUS",18,"VERBANCK Sandra",37,"F",262,0,15
"De Panne","38008",7,"CD&VPLUS",13,"ARNOUTS Annick",38,"F",301,0,10
"De Panne","38008",7,"CD&VPLUS",2,"VANHOVE-VAN DER MAELEN Sabine",41,"F",452,0,1
"De Panne","38008",7,"CD&VPLUS",8,"HUYGHE Sandra",41,"F",290,0,12
"De Panne","38008",7,"CD&VPLUS",12,"DEQUEECKER Bruno",42,"M",498,1,6
"De Panne","38008",7,"CD&VPLUS",1,"BLIECK Johan",50,"M",715,1,1
"De Panne","38008",7,"CD&VPLUS",17,"DECOCK Anita",50,"F",289,0,13
"De Panne","38008",7,"CD&VPLUS",4,"VANHEE Eric",52,"M",551,1,4
"De Panne","38008",7,"CD&VPLUS",11,"GEORGE Pol",54,"M",528,1,5
"De Panne","38008",7,"CD&VPLUS",5,"BLOMME-CLAEYS Micheline",57,"F",395,0,4
"De Panne","38008",7,"CD&VPLUS",9,"VELLE Miriam",58,"F",300,0,11
"De Panne","38008",7,"CD&VPLUS",21,"BUYSE Frans",58,"M",681,1,2
"De Panne","38008",7,"CD&VPLUS",19,"VAN ACKER Ronny",60,"M",384,0,6
"De Panne","38008",7,"CD&VPLUS",14,"DUYCK Frans",61,"M",470,0,2
"De Panne","38008",7,"CD&VPLUS",10,"DEGRIECK-VAN HOUTTE Regine",63,"F",391,0,5
"De Panne","38008",7,"CD&VPLUS",20,"ENGELBRECHT Eric",65,"M",372,0,7
"De Panne","38008",7,"CD&VPLUS",6,"DEVACHT Georges",67,"M",355,0,8
"De Panne","38008",7,"CD&VPLUS",7,"BLANCKAERT Simonne",68,"F",421,0,3
"De Panne","38008",9,"DAS",14,"CAEYZEELE Seddik",19,"M",518,0,5
"De Panne","38008",9,"DAS",15,"THYBAERT Stéphanie",24,"F",522,0,3
"De Panne","38008",9,"DAS",3,"WOESTIJN Ann",33,"F",936,1,2
"De Panne","38008",9,"DAS",10,"MESTACH Wesley",33,"M",541,1,9
"De Panne","38008",9,"DAS",16,"DEBAEKE Arne",33,"M",586,1,7
"De Panne","38008",9,"DAS",6,"DELRIVE Christophe",35,"M",680,1,3
"De Panne","38008",9,"DAS",4,"BOUDOLF Laurent",36,"M",447,0,1
"De Panne","38008",9,"DAS",11,"VELLE Kathy",38,"F",485,0,7
"De Panne","38008",9,"DAS",17,"MAHIEU-VAN HUFFEL Christiane",41,"F",390,0,10
"De Panne","38008",9,"DAS",1,"VANHESTE Ann",43,"F",1716,1,1
"De Panne","38008",9,"DAS",8,"ROSSEY Manu",43,"M",535,0,2
"De Panne","38008",9,"DAS",5,"GERRY Nadia",46,"F",521,0,4
"De Panne","38008",9,"DAS",9,"VAN ACKER Ann",51,"F",468,0,9
