"Verkiezing","NIS","Lijstnummer","Lijstnaam","Volgnummer","Naam","Leeftijd","Geslacht","Voorkeurstemmen","Verkozen","Verkozen volgnummer"
"Aalst","41002",7,"CD&V",6,"GEES Lien",25,"F",635,0,1
"Aalst","41002",7,"CD&V",7,"VAN VAERENBERGH Silke",25,"F",715,0,2
"Aalst","41002",7,"CD&V",9,"MAESSCHALCK Tinneke",26,"F",439,0,13
"Aalst","41002",7,"CD&V",37,"VAN MARCKE Debbie",27,"F",369,0,17
"Aalst","41002",7,"CD&V",5,"BEULENS Katrien",31,"F",1059,1,5
"Aalst","41002",7,"CD&V",20,"PEIRLINCK Nicolas",31,"M",322,0,25
"Aalst","41002",7,"CD&V",4,"DE KONINCK Iwein",35,"M",1547,1,2
"Aalst","41002",7,"CD&V",25,"VAN NUFFEL Karolien",35,"F",320,0,26
"Aalst","41002",7,"CD&V",19,"EEMAN Marie",36,"F",338,0,23
"Aalst","41002",7,"CD&V",21,"PHILIPS Inge",36,"F",344,0,20
"Aalst","41002",7,"CD&V",28,"VAN ACKER Koen",36,"M",349,0,19
"Aalst","41002",7,"CD&V",40,"NSENGIMANA Théodomir",37,"M",626,0,6
"Aalst","41002",7,"CD&V",13,"VAN DEN BROECK Vera",42,"F",543,0,7
"Aalst","41002",7,"CD&V",26,"SCHATTEMAN Gert",42,"M",317,0,27
"Aalst","41002",7,"CD&V",24,"KINOO Werner",43,"M",383,0,14
"Aalst","41002",7,"CD&V",18,"VERMOESEN Johan",44,"M",535,0,8
"Aalst","41002",7,"CD&V",1,"UYTTERSPROT Ilse",45,"F",5720,1,1
"Aalst","41002",7,"CD&V",10,"DE SADELEER Geert",46,"M",636,0,5
"Aalst","41002",7,"CD&V",12,"BAEYENS Etienne",46,"M",295,0,29
"Aalst","41002",7,"CD&V",23,"COOMAN Ariane",46,"F",300,0,28
"Aalst","41002",7,"CD&V",29,"COEN Carla",46,"F",278,0,30
"Aalst","41002",7,"CD&V",32,"AELBRECHT Chris",46,"M",350,0,18
"Aalst","41002",7,"CD&V",17,"DE WOLF Vera",49,"F",454,0,12
"Aalst","41002",7,"CD&V",33,"SCHOCKAERT Lena",49,"F",373,0,16
"Aalst","41002",7,"CD&V",35,"JACQUEMIJN An",49,"F",343,0,21
"Aalst","41002",7,"CD&V",15,"SAVOYE Anneke",50,"F",456,0,11
"Aalst","41002",7,"CD&V",2,"VAN LYSEBETH Bart",52,"M",820,1,8
"Aalst","41002",7,"CD&V",27,"VAN LANDUYT Ria",52,"F",472,0,10
"Aalst","41002",7,"CD&V",14,"SLAGMULDER Hans",53,"M",325,0,24
"Aalst","41002",7,"CD&V",8,"GIELENS Marc",54,"M",825,1,7
"Aalst","41002",7,"CD&V",11,"VAN DE WINKEL Stefaan",54,"M",379,0,15
"Aalst","41002",7,"CD&V",22,"BIEBAUT Guido",54,"M",235,0,32
"Aalst","41002",7,"CD&V",38,"PUTTEMAN Dirk",54,"M",264,0,31
"Aalst","41002",7,"CD&V",34,"COPPENS Marc",55,"M",224,0,33
"Aalst","41002",7,"CD&V",39,"DEFRANCE Anne",55,"F",221,0,34
"Aalst","41002",7,"CD&V",3,"COUCKUYT Eddy",56,"M",1532,1,3
"Aalst","41002",7,"CD&V",36,"VAN DER EECKEN Herman",57,"M",191,0,35
"Aalst","41002",7,"CD&V",16,"STOCKMAN Paul",62,"M",1185,1,4
"Aalst","41002",7,"CD&V",31,"FEUSELS Emi",64,"F",342,0,22
"Aalst","41002",7,"CD&V",42,"DE MEY Jan",64,"M",669,0,4
"Aalst","41002",7,"CD&V",30,"VAN DE PERRE Arnold",68,"M",669,0,3
"Aalst","41002",7,"CD&V",41,"VAN IMPE Zuster Renata",74,"F",528,0,9
"Aalst","41002",7,"CD&V",43,"LIEVENS - BORMS Chris",77,"F",832,1,6
"Aalst","41002",6,"Groen",33,"RUYSSEVELDT Sam",20,"M",95,0,37
"Aalst","41002",6,"Groen",21,"WANTENS Lander",21,"M",153,0,14
"Aalst","41002",6,"Groen",27,"DE DECKER Dries",21,"M",112,0,33
"Aalst","41002",6,"Groen",26,"EECKHAUT Kelly",24,"F",122,0,26
"Aalst","41002",6,"Groen",2,"MBUYI-ELONGA Nancy",26,"F",442,1,2
"Aalst","41002",6,"Groen",24,"HUSEIN Abir",26,"F",132,0,21
"Aalst","41002",6,"Groen",10,"ANA CARDOSO Violeta",27,"F",168,0,11
"Aalst","41002",6,"Groen",4,"VERHILLE Anaïs",28,"F",203,0,4
"Aalst","41002",6,"Groen",25,"VAN LIERDE Hannes",30,"M",114,0,30
"Aalst","41002",6,"Groen",22,"CUYPERS Annelies",31,"F",173,0,8
"Aalst","41002",6,"Groen",23,"SEGERS Stijn",32,"M",172,0,9
"Aalst","41002",6,"Groen",31,"PLAS Steven",33,"M",115,0,29
"Aalst","41002",6,"Groen",38,"DE COSTER Wendy",39,"F",112,0,34
"Aalst","41002",6,"Groen",20,"UYTTERSPROT Tine",41,"F",158,0,13
"Aalst","41002",6,"Groen",42,"VAN STEENBERGHE Sofie",41,"F",131,0,23
"Aalst","41002",6,"Groen",32,"GABRIËLS Anneleen",43,"F",128,0,24
"Aalst","41002",6,"Groen",13,"VAN DER SCHUEREN Jan",44,"M",122,0,25
"Aalst","41002",6,"Groen",34,"BLANCKAERT Ann",45,"F",142,0,17
"Aalst","41002",6,"Groen",11,"AL AMO Musto",46,"M",131,0,22
"Aalst","41002",6,"Groen",30,"YILDIZ Fatma",46,"F",365,0,2
"Aalst","41002",6,"Groen",17,"DE WINNE Kris",47,"M",102,0,36
"Aalst","41002",6,"Groen",18,"VAN CUTSEM Hilde",49,"F",137,0,20
"Aalst","41002",6,"Groen",28,"CHRISTIAANS Diane",49,"F",114,0,31
"Aalst","41002",6,"Groen",36,"HANSSENS Sonja",49,"F",113,0,32
"Aalst","41002",6,"Groen",16,"DOHOGNE Mieke",51,"F",167,0,12
"Aalst","41002",6,"Groen",35,"SERGEANT  Pascal",52,"M",95,0,38
"Aalst","41002",6,"Groen",40,"VAN HOLSBEECK  Ili",52,"F",121,0,27
"Aalst","41002",6,"Groen",1,"VERLEYSEN Andreas",54,"M",865,1,1
"Aalst","41002",6,"Groen",29,"DE RYCK Dirk",54,"M",74,0,41
"Aalst","41002",6,"Groen",41,"VAN DEN ABBEELE Stefaan",54,"M",141,0,19
"Aalst","41002",6,"Groen",5,"BLENDEMAN Dirk",56,"M",141,0,18
"Aalst","41002",6,"Groen",7,"NIJS Karel",56,"M",192,0,5
"Aalst","41002",6,"Groen",8,"SPIJKER Joke",56,"F",176,0,7
"Aalst","41002",6,"Groen",12,"ADRIAENS Marlies",57,"F",147,0,15
"Aalst","41002",6,"Groen",19,"VAN MALDEREN Eric",57,"M",116,0,28
"Aalst","41002",6,"Groen",43,"NIJS Paul",58,"M",172,0,10
"Aalst","41002",6,"Groen",9,"VAN LIERDE Luc",63,"M",177,0,6
"Aalst","41002",6,"Groen",6,"DE VEYLDER Francine",65,"F",207,0,3
"Aalst","41002",6,"Groen",3,"DE SMET Marc",66,"M",178,0,1
"Aalst","41002",6,"Groen",14,"VALVEKENS Gilberte",67,"F",146,0,16
"Aalst","41002",6,"Groen",37,"MATHIEU Paul",79,"M",83,0,40
"Aalst","41002",6,"Groen",39,"CALLEBAUT Roger",79,"M",92,0,39
"Aalst","41002",6,"Groen",15,"DE WAEGENEER René",89,"M",102,0,35
"Aalst","41002",2,"N-VA",7,"COPPENS David",21,"M",841,0,2
"Aalst","41002",2,"N-VA",10,"VAN DER VEKEN Wouter",21,"M",876,1,15
"Aalst","41002",2,"N-VA",21,"GHEYSSENS Esther",21,"F",662,0,14
"Aalst","41002",2,"N-VA",15,"DE RIDDER Matthias",23,"M",1645,1,5
"Aalst","41002",2,"N-VA",22,"SIDORSKI Radek",23,"M",547,0,21
"Aalst","41002",2,"N-VA",13,"DEGHELS Yasmine",24,"F",862,0,4
"Aalst","41002",2,"N-VA",37,"BUYDENS Birte",25,"F",525,0,26
"Aalst","41002",2,"N-VA",9,"VERDOODT Caroline",29,"F",1590,1,6
"Aalst","41002",2,"N-VA",42,"CAYET Sylvia",29,"F",813,0,6
"Aalst","41002",2,"N-VA",17,"DEVOS Karolien",30,"F",1050,1,12
"Aalst","41002",2,"N-VA",18,"DE MEERLEER Caroline",30,"F",1119,1,10
"Aalst","41002",2,"N-VA",16,"DEVOS Kristof",31,"M",1034,1,13
"Aalst","41002",2,"N-VA",2,"SMEYERS Sarah",32,"F",3605,1,2
"Aalst","41002",2,"N-VA",14,"CASSIMAN Pieter",33,"M",727,0,8
"Aalst","41002",2,"N-VA",8,"VAN DE VELDE Johan",34,"M",726,0,9
"Aalst","41002",2,"N-VA",11,"NIEULANDT Sanne",35,"F",1202,1,8
"Aalst","41002",2,"N-VA",43,"BLOMMAERT Maarten",37,"M",1387,1,7
"Aalst","41002",2,"N-VA",31,"VAN LIERDE Joris",40,"M",602,0,17
"Aalst","41002",2,"N-VA",41,"LEFEVRE Didier",40,"M",577,0,19
"Aalst","41002",2,"N-VA",30,"VAN VAERENBERGH Kris",42,"M",867,0,3
"Aalst","41002",2,"N-VA",1,"D'HAESE Christoph",45,"M",5799,1,1
"Aalst","41002",2,"N-VA",6,"VERHAEGEN Ignace",45,"M",782,0,1
"Aalst","41002",2,"N-VA",23,"WAUTERS Marielle",45,"F",588,0,18
"Aalst","41002",2,"N-VA",27,"DIERCKX Jan",46,"M",532,0,24
"Aalst","41002",2,"N-VA",35,"DENUTTE Isabelle",47,"F",635,0,16
"Aalst","41002",2,"N-VA",36,"WELLEKENS Daisy",47,"F",526,0,25
"Aalst","41002",2,"N-VA",40,"DE NEVE Mieke",47,"F",771,0,7
"Aalst","41002",2,"N-VA",3,"VAN OVERMEIRE Karim",48,"M",2322,1,3
"Aalst","41002",2,"N-VA",32,"VAN RANSBEEK Martine",48,"F",823,0,5
"Aalst","41002",2,"N-VA",34,"QUINTELIER Iwein",49,"M",1115,1,11
"Aalst","41002",2,"N-VA",39,"NEETENS Geert",49,"M",533,0,23
"Aalst","41002",2,"N-VA",28,"VAN DORPE Kristine",53,"F",718,0,10
"Aalst","41002",2,"N-VA",12,"DE VEYLDER Johan",54,"M",886,1,14
"Aalst","41002",2,"N-VA",5,"VAN DORPE Johan",55,"M",1159,1,9
"Aalst","41002",2,"N-VA",26,"VERSCHUERE Marie-Claire",58,"F",674,0,13
"Aalst","41002",2,"N-VA",33,"DE SMEDT Constant",61,"M",476,0,28
"Aalst","41002",2,"N-VA",38,"VANDENBOSSCHE Agnes",61,"F",558,0,20
"Aalst","41002",2,"N-VA",25,"CORTHALS Viviane",62,"F",498,0,27
"Aalst","41002",2,"N-VA",19,"DE KETELBUTTER Lieve",63,"F",647,0,15
"Aalst","41002",2,"N-VA",20,"DE KEGEL Hedwig",66,"M",538,0,22
"Aalst","41002",2,"N-VA",4,"DE BROUWER Mia",67,"F",2060,1,4
"Aalst","41002",2,"N-VA",29,"ROGGEMAN Walter",69,"M",676,0,12
"Aalst","41002",2,"N-VA",24,"CAUDRON Esther",85,"F",710,0,11
"Aalst","41002",1,"Open Vld",21,"MEERT Benoit",19,"M",314,0,28
"Aalst","41002",1,"Open Vld",30,"GHYSENS Yaleesa",22,"F",198,0,36
"Aalst","41002",1,"Open Vld",12,"VAN ISTERDAEL Maya",24,"F",329,0,25
"Aalst","41002",1,"Open Vld",18,"WALTNIEL Jérôme",24,"M",476,0,15
"Aalst","41002",1,"Open Vld",34,"CUVELIER Alexander",27,"M",349,0,24
"Aalst","41002",1,"Open Vld",1,"DE GUCHT Jean-Jacques",28,"M",3450,1,1
"Aalst","41002",1,"Open Vld",28,"KIEKENS Orphelia",28,"F",297,0,30
"Aalst","41002",1,"Open Vld",33,"VERMEIR Els",29,"F",321,0,26
"Aalst","41002",1,"Open Vld",10,"VAN DEN NESTE Bart",31,"M",1116,1,6
"Aalst","41002",1,"Open Vld",40,"DE COCKER Michaël",33,"M",388,0,19
"Aalst","41002",1,"Open Vld",36,"VERLEYSEN Kjell",35,"M",371,0,20
"Aalst","41002",1,"Open Vld",13,"KIEKENS Kurt",38,"M",550,0,13
"Aalst","41002",1,"Open Vld",9,"REDANT Rik",39,"M",784,0,5
"Aalst","41002",1,"Open Vld",29,"VAN DER MEERSCHE Guy",40,"M",288,0,32
"Aalst","41002",1,"Open Vld",7,"DE SWAEF Joke",41,"F",910,0,2
"Aalst","41002",1,"Open Vld",16,"CHRISTIAENS Barbara",41,"F",220,0,34
"Aalst","41002",1,"Open Vld",37,"VAN DEN ABBEELE Cindy",41,"F",350,0,23
"Aalst","41002",1,"Open Vld",41,"DE LEEUW Anja",41,"F",584,0,11
"Aalst","41002",1,"Open Vld",24,"DE BACKER Peggy",43,"F",307,0,29
"Aalst","41002",1,"Open Vld",27,"MERTENS Martine",43,"F",288,0,31
"Aalst","41002",1,"Open Vld",3,"DE MAGHT Martine",46,"F",1733,1,3
"Aalst","41002",1,"Open Vld",26,"DE ROP Luc",46,"M",207,0,35
"Aalst","41002",1,"Open Vld",4,"KIEKENS Philippe",47,"M",947,1,7
"Aalst","41002",1,"Open Vld",32,"BOONE Christel",47,"F",361,0,22
"Aalst","41002",1,"Open Vld",5,"PENNE Frans",48,"M",607,0,1
"Aalst","41002",1,"Open Vld",15,"RAMON Isabelle",48,"F",361,0,21
"Aalst","41002",1,"Open Vld",22,"VERHULST Guy",48,"M",616,0,9
"Aalst","41002",1,"Open Vld",23,"DE WINTER Tania",48,"F",481,0,14
"Aalst","41002",1,"Open Vld",14,"DE SADELEER Martine",51,"F",793,0,4
"Aalst","41002",1,"Open Vld",17,"VAN CAMPENHOUT Ilse",51,"F",422,0,17
"Aalst","41002",1,"Open Vld",43,"STYLEMANS Johan",51,"M",1351,1,5
"Aalst","41002",1,"Open Vld",25,"BRIJS Ilse",52,"F",266,0,33
"Aalst","41002",1,"Open Vld",31,"PIETERS Marc",52,"M",432,0,16
"Aalst","41002",1,"Open Vld",2,"VERDOODT Anne-Marie",53,"F",2124,1,2
"Aalst","41002",1,"Open Vld",19,"DE SMET Lieve",53,"F",651,0,8
"Aalst","41002",1,"Open Vld",6,"DOOMS Jan",55,"M",551,0,12
"Aalst","41002",1,"Open Vld",39,"DE GOLS Michel",57,"M",683,0,7
"Aalst","41002",1,"Open Vld",35,"BOTERBERG Chantal",58,"F",316,0,27
"Aalst","41002",1,"Open Vld",42,"VAN DER BORGHT Vera",60,"F",1532,1,4
"Aalst","41002",1,"Open Vld",20,"OTTOEY Adolf",61,"M",397,0,18
"Aalst","41002",1,"Open Vld",38,"DE TROCH Carlos",65,"M",614,0,10
"Aalst","41002",1,"Open Vld",11,"MELKEBEECK Etienne",69,"M",738,0,6
"Aalst","41002",1,"Open Vld",8,"DE MEERSMAN Frans",72,"M",904,0,3
"Aalst","41002",8,"PVDA+",15,"VAN DEN EECKHOUT Samuël",27,"M",55,0,0
"Aalst","41002",8,"PVDA+",11,"PEYNSAERT William",29,"M",41,0,0
"Aalst","41002",8,"PVDA+",3,"METTEPENNINGEN Gert",30,"M",83,0,0
"Aalst","41002",8,"PVDA+",8,"VAN ROIJEN Anja",40,"F",49,0,0
"Aalst","41002",8,"PVDA+",13,"ENGELS Stefaan",41,"M",67,0,0
"Aalst","41002",8,"PVDA+",4,"STERCK Nancy",47,"F",39,0,0
"Aalst","41002",8,"PVDA+",7,"DE BOECK Patrick",48,"M",49,0,0
"Aalst","41002",8,"PVDA+",17,"VALCKE Luc",49,"M",19,0,0
"Aalst","41002",8,"PVDA+",20,"SCHELCK Karine",49,"F",45,0,0
"Aalst","41002",8,"PVDA+",5,"VERLEYEN Geert",50,"M",43,0,0
"Aalst","41002",8,"PVDA+",18,"VAN DEN BOSSCHE Riet",51,"F",32,0,0
"Aalst","41002",8,"PVDA+",10,"PEYNSAERT-SCHELCK Paola",53,"F",53,0,0
"Aalst","41002",8,"PVDA+",21,"LEMMENS Guido",53,"M",50,0,0
"Aalst","41002",8,"PVDA+",2,"DE PAUW Regina",56,"F",58,0,0
"Aalst","41002",8,"PVDA+",6,"DE NEEF Sabrina",56,"F",44,0,0
"Aalst","41002",8,"PVDA+",16,"LANNEEUW Ingrid",56,"F",29,0,0
"Aalst","41002",8,"PVDA+",9,"BERNER Andre",57,"M",46,0,0
"Aalst","41002",8,"PVDA+",12,"VANHAECKE Godelieve",62,"F",30,0,0
"Aalst","41002",8,"PVDA+",19,"PIQUÉ Sylvain",66,"M",29,0,0
"Aalst","41002",8,"PVDA+",14,"RINGOIR Marie-Jeanne",68,"F",32,0,0
"Aalst","41002",8,"PVDA+",1,"DIERICKX Romain",73,"M",168,0,0
"Aalst","41002",4,"sp.a",15,"DE PAUW Charlie",22,"M",259,0,23
"Aalst","41002",4,"sp.a",4,"VAN DE PUTTE Sam",27,"M",1600,1,4
"Aalst","41002",4,"sp.a",10,"DE WUFFEL Isabelle",27,"F",547,0,5
"Aalst","41002",4,"sp.a",42,"HEYMAN Barbara",27,"F",282,0,19
"Aalst","41002",4,"sp.a",9,"ÖZ Kader",28,"F",586,0,4
"Aalst","41002",4,"sp.a",27,"MERGAN Stijn",28,"M",264,0,22
"Aalst","41002",4,"sp.a",26,"MUYLAERT Isabelle",31,"F",288,0,18
"Aalst","41002",4,"sp.a",23,"DE SMEDT Andy",32,"M",210,0,31
"Aalst","41002",4,"sp.a",22,"VAN EECKHAUT Livia",35,"F",371,0,12
"Aalst","41002",4,"sp.a",11,"DE RUDDER Niels",36,"M",543,0,6
"Aalst","41002",4,"sp.a",7,"VAN SANDE Pieter",37,"M",537,0,7
"Aalst","41002",4,"sp.a",14,"PINXTEN Tina",37,"F",216,0,28
"Aalst","41002",4,"sp.a",6,"GRYSOLLE Cathy",41,"F",1076,1,6
"Aalst","41002",4,"sp.a",2,"CASAER Dylan",42,"M",1307,1,5
"Aalst","41002",4,"sp.a",20,"MEEVIS Bodo",42,"M",201,0,33
"Aalst","41002",4,"sp.a",28,"VERHULST Danielle",42,"F",259,0,24
"Aalst","41002",4,"sp.a",8,"DE BUNDEL Anja",43,"F",588,0,3
"Aalst","41002",4,"sp.a",34,"VAN DE VOORDE Joost",43,"M",244,0,26
"Aalst","41002",4,"sp.a",5,"VERDOODT Geert",46,"M",513,0,1
"Aalst","41002",4,"sp.a",16,"FRUITHOF Dirk",47,"M",306,0,17
"Aalst","41002",4,"sp.a",18,"VERMEIR Chris",47,"M",211,0,30
"Aalst","41002",4,"sp.a",13,"DAELMAN Bernard",48,"M",200,0,34
"Aalst","41002",4,"sp.a",36,"CALLEMIN Sabine",48,"F",164,0,36
"Aalst","41002",4,"sp.a",1,"VAN DE STEEN Ann",49,"F",4585,1,1
"Aalst","41002",4,"sp.a",37,"VAN DER SPEETEN Yannick",49,"F",270,0,20
"Aalst","41002",4,"sp.a",32,"QUINTENS Eddy",50,"M",385,0,11
"Aalst","41002",4,"sp.a",41,"JACOBS Patrick",50,"M",750,1,7
"Aalst","41002",4,"sp.a",24,"DE WOLF Carine",53,"F",355,0,13
"Aalst","41002",4,"sp.a",25,"DE COUCK Danny",53,"M",213,0,29
"Aalst","41002",4,"sp.a",29,"DE POTTER Tineke",53,"F",267,0,21
"Aalst","41002",4,"sp.a",19,"PEERLINCK Gonda",55,"F",258,0,25
"Aalst","41002",4,"sp.a",43,"DE SMEDT Patrick",55,"M",2151,1,2
"Aalst","41002",4,"sp.a",3,"VAN GHEIT Daisy",56,"F",1730,1,3
"Aalst","41002",4,"sp.a",30,"DE SCHEPPER Dirk",56,"M",321,0,15
"Aalst","41002",4,"sp.a",39,"CALLEBAUT Lucette",56,"F",430,0,9
"Aalst","41002",4,"sp.a",12,"DE BACKER François",59,"M",238,0,27
"Aalst","41002",4,"sp.a",38,"DE MEERLEER Dirk",59,"M",652,0,2
"Aalst","41002",4,"sp.a",31,"RINGOIR Nicole",60,"F",390,0,10
"Aalst","41002",4,"sp.a",21,"BAETENS Bie",61,"F",189,0,35
"Aalst","41002",4,"sp.a",17,"DIERICKX Eddy",66,"M",491,0,8
"Aalst","41002",4,"sp.a",33,"ARENTS Dianna",66,"F",202,0,32
"Aalst","41002",4,"sp.a",35,"DAELEMAN Monique",69,"F",319,0,16
"Aalst","41002",4,"sp.a",40,"LE CLAIR Enrico",73,"M",327,0,14
"Aalst","41002",3,"VLAAMS BELANG",19,"MICHIELS Jonas",22,"M",203,0,19
"Aalst","41002",3,"VLAAMS BELANG",33,"VAN DROOGENBROECK Xavier",22,"M",161,0,32
"Aalst","41002",3,"VLAAMS BELANG",42,"COOREMAN Laura",22,"F",196,0,21
"Aalst","41002",3,"VLAAMS BELANG",24,"COPPENS Natasja",24,"F",180,0,24
"Aalst","41002",3,"VLAAMS BELANG",32,"MAESSCHALCK Priscilla",24,"F",161,0,31
"Aalst","41002",3,"VLAAMS BELANG",40,"VAN NIEUWENHOVE Davy",24,"M",260,0,7
"Aalst","41002",3,"VLAAMS BELANG",11,"VAN BREMPT Nele",27,"F",309,0,3
"Aalst","41002",3,"VLAAMS BELANG",18,"VAN NIEUWENHOVE Kevin",27,"M",272,0,6
"Aalst","41002",3,"VLAAMS BELANG",36,"SCHELCK Evy",27,"F",158,0,34
"Aalst","41002",3,"VLAAMS BELANG",35,"DE MOL Tina",28,"F",179,0,26
"Aalst","41002",3,"VLAAMS BELANG",12,"PHILIPS Laurent",32,"M",208,0,18
"Aalst","41002",3,"VLAAMS BELANG",23,"RUYSSINCK Kim",32,"F",250,0,8
"Aalst","41002",3,"VLAAMS BELANG",30,"HOBBELS Kelly",32,"F",224,0,13
"Aalst","41002",3,"VLAAMS BELANG",27,"DE GRAUWE Isabelle",33,"F",179,0,25
"Aalst","41002",3,"VLAAMS BELANG",22,"DE PELSMAEKER Peter",35,"M",215,0,17
"Aalst","41002",3,"VLAAMS BELANG",34,"KEYMEULEN Gunther",40,"M",164,0,28
"Aalst","41002",3,"VLAAMS BELANG",8,"VINCK Franky",41,"M",290,0,5
"Aalst","41002",3,"VLAAMS BELANG",43,"HERMAN Steve",41,"M",1017,1,2
"Aalst","41002",3,"VLAAMS BELANG",25,"BUYLE Michael",43,"M",155,0,35
"Aalst","41002",3,"VLAAMS BELANG",37,"ROELAND Wim",43,"M",152,0,37
"Aalst","41002",3,"VLAAMS BELANG",5,"DE GOLS Anja",44,"F",624,1,4
"Aalst","41002",3,"VLAAMS BELANG",17,"DE BRANDT Miranda",46,"F",215,0,16
"Aalst","41002",3,"VLAAMS BELANG",2,"DE NEVE Annicq",47,"F",487,0,1
"Aalst","41002",3,"VLAAMS BELANG",21,"ARYS Marigold",47,"F",163,0,29
"Aalst","41002",3,"VLAAMS BELANG",31,"SAEYS Christel",48,"F",219,0,14
"Aalst","41002",3,"VLAAMS BELANG",9,"TEMMERMAN Caroline",49,"F",237,0,11
"Aalst","41002",3,"VLAAMS BELANG",13,"RIMBAUT Dirk",51,"M",170,0,27
"Aalst","41002",3,"VLAAMS BELANG",41,"STEENHAUT Erwin",51,"M",216,0,15
"Aalst","41002",3,"VLAAMS BELANG",10,"SCHOLLAERT-COOMAN Geertje",54,"F",244,0,9
"Aalst","41002",3,"VLAAMS BELANG",3,"VAN NIEUWENHOVE Johan",55,"M",796,1,3
"Aalst","41002",3,"VLAAMS BELANG",26,"LIMPENS Martine",55,"F",149,0,38
"Aalst","41002",3,"VLAAMS BELANG",7,"DIERICK Beatrijs",56,"F",228,0,12
"Aalst","41002",3,"VLAAMS BELANG",20,"DOOREMONT Frans",56,"M",192,0,22
"Aalst","41002",3,"VLAAMS BELANG",16,"CALLEBAUT Anne",57,"F",238,0,10
"Aalst","41002",3,"VLAAMS BELANG",29,"SCHEPENS Luc",60,"M",161,0,30
"Aalst","41002",3,"VLAAMS BELANG",4,"SCHOLLAERT Eddy",61,"M",424,0,2
"Aalst","41002",3,"VLAAMS BELANG",1,"VAN BREMPT Michel",62,"M",1715,1,1
"Aalst","41002",3,"VLAAMS BELANG",28,"COOREMAN Gustaaf",63,"M",160,0,33
"Aalst","41002",3,"VLAAMS BELANG",14,"WAUTERS-TROCH Liliane",65,"F",200,0,20
"Aalst","41002",3,"VLAAMS BELANG",38,"VAN OOST Rita",67,"F",154,0,36
"Aalst","41002",3,"VLAAMS BELANG",39,"DE MOOR Lodewijk",68,"M",145,0,39
"Aalst","41002",3,"VLAAMS BELANG",6,"DE WOLF Raymond",69,"M",300,0,4
"Aalst","41002",3,"VLAAMS BELANG",15,"DIERICK-VERBRUGGEN Aleidis",80,"F",190,0,23
"Aalter","44001",7,"CD&V / N-VA",10,"EGGERICK Eveline",32,"F",554,1,19
"Aalter","44001",7,"CD&V / N-VA",4,"QUINTYN Birger",33,"M",2222,1,3
"Aalter","44001",7,"CD&V / N-VA",8,"DEVLIEGERE Steven",34,"M",641,1,15
"Aalter","44001",7,"CD&V / N-VA",14,"VERMEERSCH Sofie",34,"F",828,1,12
"Aalter","44001",7,"CD&V / N-VA",20,"VERMEULEN Veroniek",35,"F",491,0,4
"Aalter","44001",7,"CD&V / N-VA",17,"DE GUSSEM Maarten",36,"M",516,0,3
"Aalter","44001",7,"CD&V / N-VA",6,"DE NEVE Bieke",38,"F",1445,1,6
"Aalter","44001",7,"CD&V / N-VA",7,"VAN CAENEGEM Bart",38,"M",756,1,13
"Aalter","44001",7,"CD&V / N-VA",12,"DE NEVE Lesley",38,"F",495,0,1
"Aalter","44001",7,"CD&V / N-VA",23,"DE RUYCK Miguel",38,"M",551,0,2
"Aalter","44001",7,"CD&V / N-VA",16,"MEEUWS Joke",42,"F",593,1,18
"Aalter","44001",7,"CD&V / N-VA",22,"SUCAET - DENOLF Veerle",42,"F",903,1,10
"Aalter","44001",7,"CD&V / N-VA",11,"VERWILST Patrick",45,"M",919,1,9
"Aalter","44001",7,"CD&V / N-VA",18,"WULLEMAN Marieke",45,"F",477,0,5
"Aalter","44001",7,"CD&V / N-VA",25,"DE SMUL Dirk",47,"M",1971,1,4
"Aalter","44001",7,"CD&V / N-VA",15,"BAETÉ Hilde",49,"F",452,0,6
"Aalter","44001",7,"CD&V / N-VA",1,"DE CREM Pieter",50,"M",3922,1,1
"Aalter","44001",7,"CD&V / N-VA",13,"VERLEYEN Philippe",50,"M",1165,1,7
"Aalter","44001",7,"CD&V / N-VA",2,"BERGEZ Martine",54,"F",1115,1,5
"Aalter","44001",7,"CD&V / N-VA",19,"MAES Dirk",54,"M",621,1,17
"Aalter","44001",7,"CD&V / N-VA",24,"BOONE Magda",54,"F",851,1,11
"Aalter","44001",7,"CD&V / N-VA",3,"HOSTE Patrick",55,"M",2806,1,2
"Aalter","44001",7,"CD&V / N-VA",21,"MARTENS Christine",59,"F",640,1,16
"Aalter","44001",7,"CD&V / N-VA",5,"DE MEYER Luc",61,"M",975,1,8
"Aalter","44001",7,"CD&V / N-VA",9,"DE BAETS Magda",62,"F",665,1,14
"Aalter","44001",6,"Groen",8,"VAN BOUCHAUTE Thomas",20,"M",391,0,2
"Aalter","44001",6,"Groen",9,"MACCARINI Emilie",21,"F",260,0,11
"Aalter","44001",6,"Groen",10,"VAN DAMME Stefan",21,"M",282,0,10
"Aalter","44001",6,"Groen",11,"VERNIERS Sarah",22,"F",372,0,4
"Aalter","44001",6,"Groen",12,"SMESSAERT Liza",24,"F",379,0,3
"Aalter","44001",6,"Groen",7,"DELOOF Jolien",25,"F",369,0,5
"Aalter","44001",6,"Groen",2,"SANTENS Seppe",29,"M",804,1,2
"Aalter","44001",6,"Groen",20,"VAN STECHELMAN Stan",36,"M",183,0,19
"Aalter","44001",6,"Groen",23,"DIERICKX Liselotte",38,"F",326,0,9
"Aalter","44001",6,"Groen",1,"SCHAUVLIEGE Mieke",40,"F",1176,1,1
"Aalter","44001",6,"Groen",3,"DENYS Liesbet",40,"F",454,1,3
