"CODE"	"FRANSE BENAMING"	"NEDERLANDSE BENAMING"	"DUITSE BENAMING"	"BEGINDATUM"	"EINDDATUM"
"84026"	"Hamipré"	"-"	"-"	"01.01.0001"	"16.05.1977"
"84025"	"Halma"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84024"	"Grapfontaine"	"-"	"-"	"01.01.0001"	"16.05.1977"
"84023"	"Grandvoir"	"-"	"-"	"01.01.0001"	"16.05.1977"
"84022"	"Gembes"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84021"	"Freux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84020"	"Framont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84019"	"Fays-les-Veneurs"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84018"	"Ebly"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84017"	"Dohan"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84016"	"Daverdisse"	"-"	"-"	"01.01.0001"	"31.12.9999"
"84015"	"Cugnon"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84014"	"Corbion"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84013"	"Chanly"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84012"	"Carlsbourg"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84011"	"Bras"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84010"	"Bouillon"	"-"	"-"	"01.01.0001"	"31.12.9999"
"84009"	"Bertrix"	"-"	"-"	"01.01.0001"	"31.12.9999"
"84008"	"Bellevaux (Lux.)"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84007"	"Bagimont"	"-"	"-"	"01.01.0001"	"01.01.1965"
"84006"	"Awenne"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84005"	"Auby-sur-Semois"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84004"	"Assenois"	"-"	"-"	"01.01.0001"	"16.05.1977"
"84003"	"Arville"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84002"	"Anloy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84001"	"Anlier"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83055"	"Manhay"	"-"	"-"	"03.01.1977"	"31.12.9999"
"83054"	"Wéris"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83053"	"Waha"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83052"	"Villers-Sainte-Gertrude"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83051"	"Vaux-Chavanne"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83050"	"Tohogne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83049"	"Tenneville"	"-"	"-"	"01.01.0001"	"31.12.9999"
"83048"	"Soy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83047"	"Septon"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83046"	"Samrée"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83045"	"Roy"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83044"	"Rendeux"	"-"	"-"	"01.01.0001"	"31.12.9999"
"83043"	"Ortho"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83042"	"On"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83041"	"Odeigne"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83040"	"Nassogne"	"-"	"-"	"01.01.0001"	"31.12.9999"
"83039"	"My"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83038"	"Mormont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83037"	"Masbourg"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83036"	"Marenne"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83035"	"Marcourt"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83034"	"Marche-en-Famenne"	"-"	"-"	"01.01.0001"	"31.12.9999"
"83033"	"Malempré"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83032"	"Lesterny"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83031"	"La Roche-en-Ardenne"	"-"	"-"	"01.01.0001"	"31.12.9999"
"82004"	"Beho"	"-"	"-"	"01.01.0001"	"02.01.1977"
"82002"	"Arbrefontaine"	"-"	"-"	"01.01.0001"	"02.01.1977"
"82001"	"Amberloup"	"-"	"-"	"01.01.0001"	"03.01.1977"
"81023"	"Wolkrange"	"-"	"-"	"01.01.0001"	"02.01.1977"
"81022"	"Tontelange"	"-"	"-"	"01.01.0001"	"01.01.1977"
"81021"	"Toernich"	"-"	"-"	"01.01.0001"	"02.01.1977"
"81020"	"Thiaumont"	"-"	"-"	"01.01.0001"	"01.01.1977"
"81019"	"Selange"	"-"	"-"	"01.01.0001"	"02.01.1977"
"81018"	"Rachecourt"	"-"	"-"	"01.01.0001"	"01.01.1977"
"81017"	"Nothomb"	"-"	"-"	"01.01.0001"	"01.01.1977"
"81016"	"Nobressart"	"-"	"-"	"01.01.0001"	"01.01.1977"
"81015"	"Messancy"	"-"	"-"	"01.01.0001"	"31.12.9999"
"81014"	"Meix-le-Tige"	"-"	"-"	"01.01.0001"	"01.01.1977"
"81013"	"Martelange"	"-"	"-"	"01.01.0001"	"31.12.9999"
"81012"	"Hondelange"	"-"	"-"	"01.01.0001"	"02.01.1977"
"81003"	"Attert"	"-"	"-"	"01.01.0001"	"31.12.9999"
"81002"	"Athus"	"-"	"-"	"01.01.0001"	"01.01.1977"
"81011"	"Heinsch"	"-"	"-"	"01.01.0001"	"02.01.1977"
"81010"	"Halanzy"	"-"	"-"	"01.01.0001"	"01.01.1977"
"81009"	"Hachy"	"-"	"-"	"01.01.0001"	"03.01.1977"
"81008"	"Habergy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"81007"	"Guirsch"	"-"	"-"	"01.01.0001"	"02.01.1977"
"81006"	"Bonnert"	"-"	"-"	"01.01.0001"	"02.01.1977"
"81005"	"Autelbas"	"-"	"-"	"01.01.0001"	"02.01.1977"
"81004"	"Aubange"	"-"	"-"	"01.01.0001"	"31.12.9999"
"83030"	"Izier"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83029"	"Humain"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83028"	"Hotton"	"-"	"-"	"01.01.0001"	"31.12.9999"
"83027"	"Hodister"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83026"	"Hives"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83025"	"Heyd"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83024"	"Harsin"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83023"	"Harre"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83022"	"Hargimont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83021"	"Hampteau"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83020"	"Halleux"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83019"	"Grupont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83018"	"Grune"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83017"	"Grandmenil"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83016"	"Grandhan"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83015"	"Forrières"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83014"	"Erneuville"	"-"	"-"	"01.01.0001"	"01.01.1977"
"83013"	"Erezée"	"-"	"-"	"01.01.0001"	"31.12.9999"
"83012"	"Durbuy"	"-"	"-"	"01.01.0001"	"31.12.9999"
"83011"	"Dochamps"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83010"	"Champlon"	"-"	"-"	"01.01.0001"	"01.01.1977"
"83009"	"Borlon"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83008"	"Bomal (sur Ourthe)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83007"	"Bende"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83006"	"Beffe"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83005"	"Beausaint"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83004"	"Barvaux (lez-Durbuy)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"83003"	"Bande"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83002"	"Aye"	"-"	"-"	"01.01.0001"	"03.01.1977"
"83001"	"Amonines"	"-"	"-"	"01.01.0001"	"02.01.1977"
"82038"	"Sainte-Ode"	"-"	"-"	"03.01.1977"	"31.12.9999"
"82037"	"Gouvy"	"-"	"-"	"02.01.1977"	"31.12.9999"
"82036"	"Vaux-sur-Sûre"	"-"	"-"	"02.01.1971"	"31.12.9999"
"82035"	"Wibrin"	"-"	"-"	"01.01.0001"	"01.01.1977"
"82034"	"Wardin"	"-"	"-"	"01.01.0001"	"03.01.1977"
"82033"	"Villers-la-Bonne-Eau"	"-"	"-"	"01.01.0001"	"03.01.1977"
"82032"	"Vielsalm"	"-"	"-"	"01.01.0001"	"31.12.9999"
"82031"	"Vaux-lez-Rosières"	"-"	"-"	"01.01.0001"	"02.01.1971"
"82030"	"Tintange"	"-"	"-"	"01.01.0001"	"03.01.1977"
"82029"	"Tillet"	"-"	"-"	"01.01.0001"	"03.01.1977"
"82028"	"Tavigny"	"-"	"-"	"01.01.0001"	"01.01.1977"
"82027"	"Tailles"	"-"	"-"	"01.01.0001"	"01.01.1977"
"82026"	"Sibret"	"-"	"-"	"01.01.0001"	"03.01.1977"
"82025"	"Petit-Thier"	"-"	"-"	"01.01.0001"	"02.01.1977"
"82024"	"Noville (lez-Bastogne)"	"-"	"-"	"01.01.0001"	"03.01.1977"
"82023"	"Nives"	"-"	"-"	"01.01.0001"	"02.01.1971"
"82022"	"Nadrin"	"-"	"-"	"01.01.0001"	"01.01.1977"
"82021"	"Morhet"	"-"	"-"	"01.01.0001"	"02.01.1971"
"82020"	"Montleban"	"-"	"-"	"01.01.0001"	"02.01.1977"
"82019"	"Mont (Lux.)"	"-"	"-"	"01.01.0001"	"01.01.1977"
"82018"	"Mabompré"	"-"	"-"	"01.01.0001"	"01.01.1977"
"82017"	"Longvilly"	"-"	"-"	"01.01.0001"	"03.01.1977"
"82016"	"Longchamps (lez-Bastogne)"	"-"	"-"	"01.01.0001"	"03.01.1977"
"82015"	"Limerlé"	"-"	"-"	"01.01.0001"	"02.01.1977"
"82014"	"Houffalize"	"-"	"-"	"01.01.0001"	"31.12.9999"
"82013"	"Hompré"	"-"	"-"	"01.01.0001"	"03.01.1977"
"82012"	"Hollange"	"-"	"-"	"01.01.0001"	"03.01.1977"
"82011"	"Grand-Halleux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"82010"	"Flamierge"	"-"	"-"	"01.01.0001"	"03.01.1977"
"82009"	"Fauvillers"	"-"	"-"	"01.01.0001"	"31.12.9999"
"82008"	"Cherain"	"-"	"-"	"01.01.0001"	"02.01.1977"
"82007"	"Bovigny"	"-"	"-"	"01.01.0001"	"02.01.1977"
"82006"	"Bihain"	"-"	"-"	"01.01.0001"	"02.01.1977"
"82005"	"Bertogne"	"-"	"-"	"01.01.0001"	"31.12.9999"
"64076"	"Faimes"	"-"	"-"	"01.01.1971"	"31.12.9999"
"64075"	"Wasseiges"	"-"	"-"	"01.01.0001"	"31.12.9999"
"64073"	"Wansin"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64072"	"Villers-le-Peuplier"	"-"	"-"	"01.01.0001"	"04.01.1971"
"64071"	"Ville-en-Hesbaye"	"-"	"-"	"01.01.0001"	"06.05.1977"
"64070"	"Viemme"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64068"	"Tourinne"	"-"	"-"	"01.01.0001"	"06.05.1977"
"64067"	"Thys"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64066"	"Thisnes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64065"	"Saint-Georges-sur-Meuse"	"-"	"-"	"01.01.0001"	"31.12.9999"
"64063"	"Remicourt"	"-"	"-"	"01.01.0001"	"31.12.9999"
"64059"	"Petit-Hallet"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64061"	"Pousset"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64060"	"Poucet"	"-"	"-"	"01.01.0001"	"04.01.1971"
"64057"	"Otrange"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64055"	"Omal"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64046"	"Limont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"64049"	"Merdorp"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64048"	"Meeffe"	"-"	"-"	"01.01.0001"	"03.01.1977"
"64053"	"Odeur"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64052"	"Noville"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64051"	"Moxhe"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64050"	"Momalle"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64045"	"Ligney"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64044"	"Lens-sur-Geer"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64043"	"Lens-Saint-Servais"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64042"	"Lens-Saint-Remy"	"-"	"-"	"01.01.0001"	"04.01.1971"
"64041"	"Latinne"	"-"	"-"	"01.01.0001"	"06.05.1977"
"64040"	"Lantremange"	"-"	"-"	"01.01.0001"	"08.01.1971"
"64039"	"Lamine"	"-"	"-"	"01.01.0001"	"04.01.1971"
"64038"	"Kemexhe"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64035"	"Hodeige"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64037"	"Jeneffe (en-Hesbaye)"	"-"	"-"	"01.01.0001"	"03.01.1977"
"64036"	"Hollogne-sur-Geer"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64033"	"Haneffe"	"-"	"-"	"01.01.0001"	"03.01.1977"
"64032"	"Grandville"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64031"	"Grand-Hallet"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64030"	"Grand-Axhe"	"-"	"-"	"01.01.0001"	"08.01.1971"
"64029"	"Geer"	"-"	"-"	"01.01.0001"	"31.12.9999"
"64028"	"Fumal"	"-"	"-"	"01.01.0001"	"06.05.1977"
"64027"	"Freloux"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64026"	"Fize-le-Marsal"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64025"	"Fexhe-le-Haut-Clocher"	"-"	"-"	"01.01.0001"	"31.12.9999"
"64024"	"Fallais"	"-"	"-"	"01.01.0001"	"06.05.1977"
"64023"	"Donceel"	"-"	"-"	"01.01.0001"	"31.12.9999"
"64022"	"Darion"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64021"	"Crisnée"	"-"	"-"	"01.01.0001"	"31.12.9999"
"64020"	"Crehen"	"-"	"-"	"01.01.0001"	"04.01.1971"
"64019"	"Cras-Avernas"	"-"	"-"	"01.01.0001"	"04.01.1971"
"64018"	"Corswarem"	"-"	"-"	"01.01.0001"	"03.01.1977"
"64017"	"Ciplet"	"-"	"-"	"01.01.0001"	"06.05.1977"
"64016"	"Celles (lez-Waremme)"	"-"	"-"	"01.01.0001"	"01.01.1971"
"64015"	"Braives"	"-"	"-"	"01.01.0001"	"31.12.9999"
"64014"	"Bovenistier"	"-"	"-"	"01.01.0001"	"08.01.1971"
"64013"	"Boëlhe"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64012"	"Bleret"	"-"	"-"	"01.01.0001"	"08.01.1971"
"64011"	"Blehen"	"-"	"-"	"01.01.0001"	"04.01.1971"
"64010"	"Bettincourt"	"-"	"-"	"01.01.0001"	"08.01.1971"
"64009"	"Bertrée"	"-"	"-"	"01.01.0001"	"04.01.1971"
"64008"	"Berloz"	"-"	"-"	"01.01.0001"	"31.12.9999"
"64007"	"Bergilers"	"-"	"-"	"01.01.0001"	"01.01.1965"
"64006"	"Avin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63082"	"Wanne"	"-"	"-"	"01.01.0001"	"01.01.1971"
"63079"	"Verviers"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63077"	"Thimister"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63086"	"Trois-Ponts"	"-"	"-"	"01.01.1971"	"31.12.9999"
"63085"	"Xhendelesse"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63084"	"Welkenraedt"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63083"	"Wegnez"	"-"	"-"	"01.01.0001"	"02.01.1977"
"64005"	"Avernas-le-Bauduin"	"-"	"-"	"01.01.0001"	"04.01.1971"
"64004"	"Avennes"	"-"	"-"	"01.01.0001"	"06.05.1977"
"64003"	"Ambresin"	"-"	"-"	"01.01.0001"	"03.01.1977"
"64002"	"Acosse"	"-"	"-"	"01.01.0001"	"03.01.1977"
"64001"	"Abolens"	"-"	"-"	"01.01.0001"	"04.01.1971"
"63501"	"Hodimont"	"-"	"-"	"01.01.0001"	"22.07.1930"
"63089"	"Thimister-Clermont"	"-"	"-"	"02.01.1977"	"31.12.9999"
"63088"	"Plombières"	"-"	"-"	"02.01.1977"	"31.12.9999"
"63065"	"Robertville"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63062"	"Rahier"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63060"	"Polleur"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63059"	"Petit-Rechain"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63058"	"Pepinster"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63057"	"Olne"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63055"	"Neufchâteau (lez-Visé)"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63076"	"Theux"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63075"	"Stoumont"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63074"	"Stembert"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63073"	"Stavelot"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63072"	"Spa"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63071"	"Soiron"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63070"	"Sippenaeken"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63068"	"Sart(lez-Spa)"	"-"	"-"	"01.01.0001"	"03.01.1977"
"63051"	"Membach"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63054"	"Moresnet"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63053"	"Montzen"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63045"	"Lierneux"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63044"	"La Reid"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63043"	"Lambermont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63042"	"La Gleize"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63039"	"Julémont"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63038"	"Jalhay"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63036"	"Heusy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63035"	"Herve"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63030"	"Grand-Rechain"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63028"	"Gemmenich"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63027"	"Francorchamps"	"-"	"-"	"01.01.0001"	"04.03.1977"
"63026"	"Fosse"	"-"	"-"	"01.01.0001"	"01.01.1971"
"63025"	"Faymonville"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63022"	"Ensival"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63020"	"Dison"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63014"	"Chaineux"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63011"	"Bra"	"-"	"-"	"01.01.0001"	"03.01.1977"
"63018"	"Cornesse"	"-"	"-"	"01.01.0001"	"01.01.1965"
"63017"	"Clermont (sur-Berwinne)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"63016"	"Chevron"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63015"	"Charneux"	"-"	"-"	"01.01.0001"	"03.01.1977"
"63002"	"Andrimont"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62502"	"Tignée"	"-"	"-"	"01.01.0001"	"09.06.1949"
"62501"	"Evegnée"	"-"	"-"	"01.01.0001"	"09.06.1949"
"62122"	"Trooz"	"-"	"-"	"16.02.1977"	"31.12.9999"
"62121"	"Neupré"	"-"	"-"	"03.01.1977"	"31.12.9999"
"62120"	"Flémalle"	"-"	"-"	"01.01.1977"	"31.12.9999"
"62119"	"Blégny"	"-"	"-"	"01.01.1977"	"31.12.9999"
"63010"	"Bolland"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63009"	"Bilstain"	"-"	"-"	"01.01.0001"	"03.01.1977"
"63008"	"Bevercé"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63007"	"Bellevaux-Ligneuville"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63006"	"Battice"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63005"	"Basse-Bodeux"	"-"	"-"	"01.01.0001"	"01.01.1977"
"63004"	"Baelen"	"-"	"-"	"01.01.0001"	"31.12.9999"
"63003"	"Aubel"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62116"	"Wonck"	"-"	"-"	"01.01.0001"	"01.04.1977"
"62118"	"Grâce-Hollogne"	"-"	"-"	"01.01.1971"	"31.12.9999"
"62117"	"Xhendremael"	"-"	"-"	"01.01.0001"	"02.01.1971"
"62113"	"Wandre"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62112"	"Vottem"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62111"	"Voroux-lez-Liers"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62107"	"Villers-Saint-Siméon"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62110"	"Voroux-Goreux"	"-"	"-"	"01.01.0001"	"01.01.1965"
"62109"	"Vivegnis"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62106"	"Villers-l'Evêque"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62105"	"Velroux"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62104"	"Vaux-sous-Chèvremont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62103"	"Trembleur"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62085"	"Richelle"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62084"	"Retinne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62083"	"Ivoz-Ramet"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62082"	"Queue-du-Bois"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62081"	"Plainevaux"	"-"	"-"	"01.01.0001"	"03.01.1977"
"62080"	"Paifve"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62079"	"Oupeye"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62078"	"Ougrée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62076"	"Nessonvaux"	"-"	"-"	"01.01.0001"	"16.02.1977"
"62075"	"Mortroux"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62074"	"Mortier"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62073"	"Montegnée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62072"	"Mons-lez-Liège"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62071"	"Milmort"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62102"	"Tilleur"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62101"	"Tilff"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62100"	"Sprimont"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62099"	"Soumagne"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62098"	"Sougné-Remouchamps"	"-"	"-"	"01.01.0001"	"04.04.1977"
"62097"	"Slins"	"-"	"-"	"01.01.0001"	"01.04.1977"
"62096"	"Seraing"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62095"	"Saive"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62094"	"Saint-Remy (Liège)"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62093"	"Saint-Nicolas"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62092"	"Saint-André"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62091"	"Rouvreux"	"-"	"-"	"01.01.0001"	"04.04.1977"
"62090"	"Rotheux-Rimière"	"-"	"-"	"01.01.0001"	"03.01.1977"
"62089"	"Romsée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62088"	"Roloux"	"-"	"-"	"01.01.0001"	"01.01.1965"
"62087"	"Rocourt"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62066"	"Loncin"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62064"	"Liers"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62070"	"Micheroux"	"-"	"-"	"01.01.0001"	"09.02.1977"
"62069"	"Melen"	"-"	"-"	"01.01.0001"	"09.02.1977"
"62068"	"Magnée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62067"	"Louveigné"	"-"	"-"	"01.01.0001"	"04.04.1977"
"62062"	"Lantin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62060"	"Juprelle"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62059"	"Jupille-sur-Meuse"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62058"	"Jemeppe (sur-Meuse)"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62057"	"Houtain-Saint-Siméon"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62056"	"Housse"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62055"	"Horion-Hozémont"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62043"	"Gleixhe"	"-"	"-"	"01.01.0001"	"01.01.1965"
"62046"	"Grâce-Berleur"	"-"	"-"	"01.01.0001"	"01.01.1971"
"62045"	"Gomzé-Andoumont"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62042"	"Glain"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62041"	"Fraipont"	"-"	"-"	"01.01.0001"	"16.02.1977"
"62040"	"Forêt"	"-"	"-"	"01.01.0001"	"16.02.1977"
"62039"	"Fooz"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62054"	"Hollogne-aux-Pierres"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62053"	"Hognoul"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62052"	"Heure-le-Romain"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62051"	"Herstal"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62050"	"Hermée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62049"	"Hermalle-sous-Argenteau"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62048"	"Haccourt"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62047"	"Grivegnée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62017"	"Boirs"	"-"	"-"	"01.01.0001"	"01.04.1977"
"62016"	"Bierset"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62015"	"Beyne-Heusay"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62022"	"Chaudfontaine"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62021"	"Cerexhe-Heuseux"	"-"	"-"	"01.01.0001"	"09.02.1977"
"62020"	"Bressoux"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62019"	"Boncelles"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62012"	"Beaufays"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62014"	"Berneau"	"-"	"-"	"01.01.0001"	"01.01.1977"
